sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Tumbarumba,0,0,3522,422,365,312,363,433,449,787,675,882,1174,2860,343,3025,100,0.1198182850653038,0.1036342986939239,0.08858603066439523,0.1030664395229983,0.12294151050539466,0.12748438387279953,0.22345258375922772,0.19165247018739354,0.2504258943781942,0.3333333333333333,0.8120386144236229,0.0973878478137422,0.8588869960249857,0.028392958546280524,354,2026,2912,529,527,981,1536,28,1387,1118,2912,394,25,1304,1453,119,0.12156593406593406,0.6957417582417582,0.3430989583333333,0.638671875,0.47630494505494503,0.38392857142857145,0.017205781142463867,0.8974535443909153,418,333,119,15,177,181,45,86,287,38,0.11868256672345258,0.09454855195911414,0.03378762067007382,0.004258943781942078,0.05025553662691652,0.051391254968767744,0.012776831345826235,0.02441794434980125,0.0814877910278251,0.010789324247586598
Tumut,0,0,6667,845,822,748,772,746,818,1667,1520,1564,1924,5557,616,5857,350,0.12674366281685917,0.1232938353082346,0.11219439028048597,0.11579421028948553,0.11189440527973601,0.12269386530673466,0.25003749812509374,0.2279886005699715,0.23458827058647067,0.2885855707214639,0.8335083245837708,0.09239538023098845,0.8785060746962652,0.05249737513124344,628,4009,5372,730,695,2124,2864,42,2865,2072,5372,441,149,2464,2817,194,0.1169024571854058,0.746276991809382,0.24266759776536312,0.7416201117318436,0.5333209233060313,0.3857036485480268,0.05289314873979411,0.8746893858714945,835,764,249,57,403,332,107,195,637,107,0.12524373781310935,0.11459427028648568,0.03734813259337033,0.008549572521373932,0.060446977651117444,0.04979751012449377,0.016049197540122993,0.029248537573121344,0.09554522273886305,0.016049197540122993
Tumut Surrounds,0,0,4744,496,628,316,470,575,711,1124,786,1286,1533,3883,403,4130,192,0.1045531197301855,0.13237774030354132,0.06661045531197302,0.0990725126475548,0.12120573355817875,0.1498735244519393,0.23693086003372682,0.16568296795952783,0.27107925801011806,0.32314502529510963,0.8185075885328836,0.08494940978077571,0.8705733558178752,0.04047217537942664,479,2831,3899,583,712,1398,2168,60,1924,1583,3899,391,39,1765,1979,176,0.12285201333675301,0.7260836111823544,0.3284132841328413,0.6448339483394834,0.49345986150294946,0.40600153885611695,0.019706922688226377,0.8918645780697322,599,455,174,10,226,172,63,130,324,57,0.1262647554806071,0.0959106239460371,0.0366779089376054,0.0021079258010118043,0.047639123102866776,0.03625632377740304,0.013279932546374367,0.02740303541315346,0.06829679595278246,0.012015177065767284
Cootamundra,0,0,7705,812,882,628,633,792,958,1694,1261,1750,3000,6600,532,7025,190,0.1053861129136924,0.1144711226476314,0.08150551589876703,0.08215444516547696,0.10279039584685269,0.12433484750162233,0.2198572355613238,0.163659961064244,0.227125243348475,0.3893575600259572,0.8565866320571057,0.0690460739779364,0.9117456197274497,0.02465931213497729,694,4800,6418,924,850,1948,2859,54,3680,2245,6418,483,148,3008,3375,213,0.10813337488314116,0.747896540978498,0.29730675061210216,0.6813571178733823,0.5733873480835151,0.34979744468681834,0.04385185185185185,0.8912592592592593,1221,841,383,100,578,525,151,301,891,137,0.15846852693056457,0.10914990266060999,0.049707981829980534,0.012978585334198572,0.07501622323166775,0.0681375730045425,0.019597663854639843,0.039065541855937705,0.11563919532770928,0.017780661907852043
Gundagai,0,0,3715,454,473,370,403,421,473,927,773,894,1124,3027,248,3149,159,0.12220726783310902,0.12732166890982502,0.09959623149394348,0.10847913862718708,0.11332436069986541,0.12732166890982502,0.24952893674293405,0.20807537012113056,0.24064602960969045,0.302557200538358,0.8148048452220726,0.06675639300134589,0.8476446837146703,0.04279946164199192,322,2192,3023,514,528,1080,1651,36,1468,1178,3023,381,28,1295,1503,174,0.10651670525967581,0.7251075090969236,0.3198061780738946,0.6541490006056935,0.4856103208733047,0.3896791266953358,0.018629407850964737,0.8616101131071191,397,329,136,27,220,178,47,93,259,51,0.10686406460296097,0.08855989232839838,0.03660834454912517,0.007267833109017497,0.059219380888290714,0.04791386271870794,0.012651413189771197,0.02503364737550471,0.06971736204576043,0.013728129205921938
Junee,0,0,6351,668,680,836,885,787,804,1348,1721,1591,1673,5398,546,4886,282,0.10518028656904424,0.10706975279483547,0.13163281373012123,0.13934813415210204,0.12391749330814045,0.12659423712801135,0.2122500393638797,0.27098094788222327,0.25051173043615177,0.2634230829790584,0.8499448905684144,0.08597071327350024,0.769327664934656,0.044402456306093525,500,3419,5314,1399,742,1695,2477,32,2199,1917,5314,1193,56,1994,2223,161,0.0940910801656003,0.6433948061723749,0.2995559144125959,0.6842955187727089,0.4138125705683101,0.36074520135491156,0.025191183085919926,0.89698605488079175,795,667,208,49,367,271,65,184,510,73,0.12517713745866793,0.1050228310502283,0.03275074791371438,0.00771532042198079,0.05778617540544796,0.04267044559911825,0.010234608723035742,0.02897181546213195,0.08030231459612659,0.011494252873563218
Temora,0,0,6603,751,836,544,623,698,859,1587,1167,1557,2296,5842,349,6071,167,0.11373618052400424,0.1266091170679994,0.08238679388156898,0.09435105255187036,0.10570952597304256,0.1300923822504922,0.24034529759200363,0.17673784643343934,0.23580190822353475,0.34772073300015144,0.8847493563531728,0.05285476298652128,0.9194305618658186,0.025291534151143418,611,4091,5398,700,1028,1807,2881,52,2982,2027,5398,384,79,2555,2787,157,0.11319007039644313,0.7578732864023713,0.3568205484206873,0.6272127733425894,0.5524268247499073,0.37550944794368285,0.02834589163975601,0.9167563688554,874,757,232,66,410,346,90,180,622,96,0.13236407693472663,0.11464485839769802,0.035135544449492656,0.009995456610631531,0.06209298803574133,0.05240042404967439,0.013630168105406633,0.027260336210813266,0.09419960623958806,0.014538845979100408
Wagga Wagga - East,0,0,16921,2226,2453,1964,2062,1991,1946,4679,4026,3937,4271,14560,1688,15059,1150,0.1315525087169789,0.1449677915016843,0.11606879026062289,0.1218604101412446,0.11766444063589622,0.11500502334377401,0.2765203002186632,0.2379292004018675,0.23266946397967023,0.25240825010342177,0.8604692394066544,0.09975769753560665,0.8899592222681875,0.06796288635423438,2736,9336,13404,1330,2744,5361,8233,137,6009,6662,13404,729,163,6135,6564,264,0.20411817367949867,0.6965085049239033,0.33329284586420505,0.651159965990526,0.4482990152193375,0.4970158161742763,0.024832419256550883,0.9346435100548446,1670,1925,588,111,862,728,188,361,1712,146,0.09869393061875775,0.11376396194078364,0.034749719283730274,0.006559895987234797,0.05094261568465221,0.04302346197033272,0.011110454464866143,0.02133443649902488,0.1011760534247385,0.00862833165888541
Wagga Wagga - North,0,0,5605,768,798,1200,839,560,478,1566,2039,1038,962,4508,782,4620,687,0.13702051739518287,0.1423728813559322,0.21409455842997324,0.14968777876895628,0.09991079393398751,0.08528099910793933,0.2793933987511151,0.36378233719892955,0.18519179304192684,0.17163247100802856,0.8042818911685995,0.13951828724353257,0.8242640499553969,0.12256913470115968,1061,2962,4503,477,964,1927,2939,40,2006,2184,4503,316,6,1757,1876,105,0.2356206973129025,0.6577836997557184,0.3280027220142906,0.6556651922422593,0.4454807905840551,0.48500999333777484,0.0031982942430703624,0.9365671641791045,356,570,128,35,176,144,58,81,445,46,0.06351471900089206,0.1016949152542373,0.022836752899197146,0.006244424620874219,0.03140053523639608,0.02569134701159679,0.010347903657448707,0.014451382694023194,0.07939339875111508,0.008206958073148973
Wagga Wagga - South,0,0,22522,3232,3133,3096,3030,2569,2603,6365,6126,5172,4856,18600,2814,18971,2281,0.14350412929579967,0.13910842731551373,0.13746558920166949,0.13453512121481218,0.11406624633691502,0.11557588136044757,0.2826125566113134,0.27200071041648166,0.22964212769736259,0.21561140218453068,0.8258591599325105,0.12494449871237012,0.8423319421010568,0.10127874966699227,3156,12470,17629,1990,3278,7317,10790,195,8099,8401,17629,1119,521,7772,8742,425,0.17902320040841796,0.7073571955300925,0.3037998146431881,0.6781278962001853,0.4594134664473311,0.4765443303647399,0.0595973461450469,0.8890414092884923,2162,2617,707,174,1085,846,281,509,2419,233,0.09599502708462836,0.11619749578190214,0.03139152828345618,0.007725779238078323,0.04817511766272978,0.037563271467898056,0.012476689459195453,0.02260012432288429,0.10740609182133025,0.01034544001420833
Wagga Wagga - West,0,0,11962,1339,1247,2152,1696,1205,1263,2586,3848,2468,3072,9590,1478,9936,1152,0.11193780304296941,0.10424678147466979,0.17990302624979101,0.1417823106503929,0.10073566293261996,0.10558435044306973,0.2161845845176392,0.3216853369001839,0.20632001337568967,0.25681324193278715,0.80170540043471,0.12355793345594382,0.8306303293763585,0.09630496572479519,1976,6708,10065,1372,1879,3601,5570,97,4862,4356,10065,846,402,4578,5369,374,0.19632389468455042,0.666467958271237,0.33734290843806103,0.6464991023339318,0.4830601092896175,0.43278688524590164,0.07487427826410878,0.8526727509778357,1287,1399,420,169,656,574,185,366,1549,157,0.10759070389566962,0.11695368667446915,0.035111185420498243,0.014128072228724293,0.05484032770439726,0.0479852867413476,0.015465641197124227,0.03059689015214847,0.12949339575321853,0.013124895502424344
Wagga Wagga Surrounds,0,0,17788,2503,2608,2364,2197,2007,2133,5111,4561,4140,3971,15193,1206,15707,760,0.14071284011693277,0.14661569597481447,0.13289858331459412,0.12351023161682033,0.11282887339779626,0.11991230042725433,0.28732853609174724,0.25640881493141443,0.2327411738250506,0.22324038677760288,0.8541151337980661,0.0677985158533843,0.883011018664268,0.042725432876096245,2303,9742,13984,1930,3298,5508,8970,174,5911,6699,13984,1373,34,5897,6393,456,0.16468821510297482,0.6966533180778032,0.367670011148272,0.6140468227424749,0.42269736842105265,0.4790474828375286,0.005318316909119349,0.9224151415610824,1618,1853,528,116,743,615,159,359,1558,173,0.09096019788621543,0.10417135147290309,0.029682932313919497,0.006521250281088374,0.041769732403867776,0.034573870024735776,0.00893861029907803,0.020182145266471777,0.0875871373959973,0.009725657746795593
Berry - Kangaroo Valley,0,0,9489,840,859,576,771,910,1241,1699,1347,2151,4282,7444,1504,8731,262,0.08852355358836547,0.09052587206238803,0.060701865317736324,0.08125197597217831,0.09590051638739593,0.13078301190852565,0.1790494256507535,0.14195384128991465,0.2266835282959216,0.4512593529349773,0.7844873010854674,0.1584993149963115,0.9201180314047845,0.027610917904942564,2132,4937,8175,1111,1681,2071,3832,76,4063,3486,8175,642,25,3967,4231,233,0.2607951070336391,0.603914373088685,0.4386743215031315,0.5404488517745303,0.49700305810397555,0.42642201834862387,0.00590876861262113,0.9376034034507209,1367,719,487,134,465,607,130,260,741,137,0.14406154494678047,0.07577194646432711,0.05132258404468332,0.01412161450100116,0.04900411002213089,0.06396880598587838,0.01370007376962799,0.02740014753925598,0.07809042048687954,0.014437770049531036
Callala Bay - Currarong,0,0,3642,296,359,280,281,358,556,655,561,914,1517,2922,539,3296,180,0.08127402526084569,0.0985722130697419,0.07688083470620538,0.0771554091158704,0.09829763866007687,0.1526633717737507,0.17984623833058758,0.15403624382207579,0.25096101043382757,0.41652937946183416,0.8023064250411862,0.14799560680944535,0.9049972542559034,0.04942339373970346,565,2290,3170,308,485,933,1425,12,1818,1219,3170,135,8,1586,1630,52,0.17823343848580442,0.722397476340694,0.34035087719298246,0.6547368421052632,0.5735015772870663,0.3845425867507886,0.0049079754601227,0.9730061349693252,580,317,210,39,233,269,69,130,358,70,0.15925315760571115,0.0870400878638111,0.057660626029654036,0.01070840197693575,0.06397583745194947,0.07386051619989017,0.018945634266886325,0.0356946732564525,0.09829763866007687,0.019220208676551345
Culburra Beach,0,0,5105,452,422,408,464,480,719,874,872,1199,2155,4255,594,4702,172,0.08854064642507346,0.08266405484818805,0.07992164544564152,0.09089128305582762,0.0940254652301665,0.14084231145935358,0.1712047012732615,0.17081292850146915,0.23486777668952008,0.42213516160626835,0.8334965719882468,0.11635651322233105,0.9210577864838394,0.033692458374142996,652,3279,4441,512,633,1321,1974,24,2581,1607,4441,240,24,2215,2348,113,0.146813780680027,0.7383472190947985,0.32066869300911854,0.6691995947315096,0.5811754109434812,0.36185543796442243,0.010221465076660987,0.9433560477001703,873,444,243,73,387,357,111,192,558,77,0.17100881488736533,0.08697355533790402,0.04760039177277179,0.014299706170421155,0.07580803134182175,0.06993143976493633,0.021743388834476005,0.0376101860920666,0.10930460333006856,0.015083251714005876
Ettrema - Sassafras - Budawang,0,0,62,9,5,3,3,8,12,14,6,20,21,53,0,57,0,0.14516129032258066,0.08064516129032258,0.04838709677419355,0.04838709677419355,0.12903225806451613,0.1935483870967742,0.22580645161290322,0.0967741935483871,0.3225806451612903,0.3387096774193548,0.8548387096774194,0,0.9193548387096774,0,8,28,50,12,17,9,27,0,20,22,50,3,0,28,33,3,0.16,0.56,0.6296296296296297,0.3333333333333333,0.4,0.44,0,0.8484848484848485,3,4,0,0,4,3,0,0,6,0,0.04838709677419355,0.06451612903225806,0,0,0.06451612903225806,0.04838709677419355,0,0,0.0967741935483871,0
Huskisson - Vincentia,0,0,4844,452,406,365,510,563,637,858,875,1200,1905,3689,903,4224,352,0.09331131296449216,0.0838150289017341,0.07535094962840627,0.10528488852188274,0.1162262592898431,0.1315028901734104,0.17712634186622625,0.18063583815028902,0.2477291494632535,0.39327002477291495,0.7615606936416185,0.18641618497109827,0.8720066061106524,0.0726672171758877,1108,2590,4155,462,907,1083,2031,37,1965,1950,4155,237,29,2086,2201,81,0.26666666666666666,0.6233453670276775,0.4465780403741999,0.5332348596750369,0.4729241877256318,0.4693140794223827,0.013175829168559746,0.9477510222626079,698,354,213,32,268,257,67,111,436,60,0.14409578860445912,0.07308009909165979,0.0439719240297275,0.006606110652353427,0.05532617671345995,0.05305532617671346,0.013831544178364987,0.02291494632535095,0.09000825763831544,0.012386457473162676
North Nowra - Bomaderry,0,0,16098,1910,1879,1694,1869,1773,1985,3789,3563,3758,4984,13010,2220,14405,816,0.11864827928935272,0.11672257423282395,0.10523046341160393,0.11610137905329855,0.11013790532985464,0.12330724313579326,0.23537085352217668,0.22133184246490248,0.2334451484656479,0.3096036774754628,0.8081749285625544,0.13790532985464032,0.8948316561063486,0.0506895266492732,2320,9359,13216,1538,2151,4620,6909,119,7095,5268,13216,829,331,5896,6537,300,0.17554479418886199,0.708156779661017,0.3113330438558402,0.668693009118541,0.5368492736077481,0.3986077481840194,0.05063484778950589,0.901942787211259,2106,1593,668,175,977,883,270,496,1932,229,0.1308237048080507,0.09895639209839732,0.04149583799229718,0.010870915641694621,0.060690769039632254,0.05485153435209343,0.016772269847185987,0.03081128090446018,0.12001490868430861,0.014225369611131817
Nowra,0,0,22584,2985,2826,3242,3099,2561,2525,5811,6341,5086,5357,17989,2786,18549,1516,0.132173219978746,0.1251328374070138,0.14355295784626285,0.13722104144527097,0.11339886645412682,0.11180481756996104,0.25730605738575985,0.28077399929153385,0.22520368402408786,0.23720332979100248,0.7965373715905065,0.12336167198016294,0.8213336875664187,0.0671271696776479,2087,12837,18125,3205,2104,6480,8718,140,9268,6482,18125,2387,840,6918,8480,700,0.1151448275862069,0.708248275862069,0.24133975682495987,0.7432897453544391,0.5113379310344828,0.35762758620689655,0.09905660377358491,0.8158018867924528,2610,2247,761,287,1415,1083,453,691,3066,302,0.11556854410201912,0.0994952178533475,0.033696422245837764,0.012708111937654977,0.06265497697484945,0.04795430393198725,0.020058448459086078,0.030596882748848742,0.13575982996811903,0.013372298972724052
St Georges Basin - Erowal Bay,0,0,15259,1470,1676,1373,1452,1596,1885,3146,2825,3481,5818,12155,2101,13608,706,0.09633658824300413,0.10983681761583328,0.08997968412084671,0.09515695655023265,0.10459401009240449,0.12353365227079101,0.2061734058588374,0.18513664067107935,0.22812766236319548,0.3812831771413592,0.7965790680909627,0.13768923258404875,0.8918015597352382,0.04626777639425913,1276,9876,12903,1758,1297,4006,5393,98,7793,4121,12903,989,53,6122,6559,378,0.0988917306052856,0.7654033945594048,0.24049694047839792,0.7428147598739107,0.6039680694412152,0.31938308920406105,0.008080500076231133,0.9333739899374904,2620,1532,789,216,1269,1040,361,629,1990,287,0.17170194639229308,0.10039976407366144,0.051707189199816504,0.014155580313257749,0.08316403434038928,0.06815649780457435,0.023658168949472442,0.041221574152958906,0.1304148371452913,0.018808571990300806
Sussex Inlet - Berrara,0,0,4694,325,325,287,333,355,606,650,620,961,2460,3683,560,4198,145,0.06923732424371538,0.06923732424371538,0.06114188325521943,0.07094162760971454,0.07562846186621218,0.12910097997443545,0.13847464848743077,0.13208351086493395,0.20472944184064765,0.5240732850447379,0.7846186621218577,0.11930123561994035,0.8943331913080529,0.030890498508734553,397,3126,4215,697,368,1064,1437,19,2682,1119,4215,428,17,2056,2261,181,0.09418742586002372,0.7416370106761566,0.25608907446068196,0.7404314544189283,0.6362989323843417,0.26548042704626335,0.007518796992481203,0.9093321539141973,946,407,286,72,466,414,112,230,526,102,0.20153387302939924,0.08670643374520665,0.06092884533446954,0.01533873029399233,0.09927567106945036,0.0881976991904559,0.02386024712398807,0.0489987217724755,0.11205794631444398,0.021729867916489135
Tomerong - Wandandian - Woollamia,0,0,3708,354,474,304,382,471,569,828,686,1040,1149,2984,436,3286,142,0.09546925566343042,0.127831715210356,0.08198489751887811,0.10302049622437973,0.12702265372168284,0.1534519956850054,0.22330097087378642,0.18500539374325783,0.28047464940668826,0.3098705501618123,0.8047464940668824,0.11758360302049622,0.8861920172599784,0.038295577130528585,515,2206,3102,394,561,1143,1731,32,1541,1295,3102,264,0,1274,1360,87,0.16602192134107027,0.7111540941328175,0.3240901213171577,0.6603119584055459,0.4967762733720181,0.4174725983236622,0,0.9367647058823529,454,295,137,14,179,159,45,80,344,45,0.12243797195253506,0.07955771305285868,0.03694714131607336,0.0037756202804746495,0.0482740021574973,0.04288025889967637,0.012135922330097087,0.021574973031283712,0.09277238403451996,0.012135922330097087
Ulladulla,0,0,17026,1676,1752,1215,1658,1738,2095,3428,2873,3833,6894,13771,2219,15382,675,0.09843768354281687,0.10290144484905439,0.07136144719840244,0.09738047691765535,0.10207917302948431,0.12304710442852108,0.20133912839187126,0.1687419241160578,0.2251262774580054,0.4049101374368613,0.8088218019499589,0.13033008340185598,0.9034417949019147,0.039645248443556914,2388,10218,14418,1817,1979,4432,6505,100,8425,5023,14418,975,255,6800,7504,432,0.16562630045776114,0.7086974615064503,0.3042275172943889,0.6813220599538816,0.5843390206686087,0.3483839644888334,0.033981876332622604,0.906183368869936,2745,1412,771,175,1021,1026,259,520,1742,234,0.16122401033713143,0.08293198637378127,0.045283683777751674,0.010278397744625866,0.0599671091272172,0.06026077763420651,0.015212028662046281,0.03054152472688829,0.10231410783507576,0.01374368612709973
Ulladulla Surrounds,0,0,5822,506,500,343,503,528,890,1006,846,1418,2548,4687,718,5327,142,0.08691171418756441,0.08588114050154586,0.05891446238406046,0.08639642734455513,0.09069048436963242,0.15286843009275164,0.17279285468911026,0.14531088972861558,0.24355891446238406,0.4376502919958777,0.8050498110614909,0.12332531776021985,0.9149776709034696,0.024390243902439025,908,3485,5048,665,702,1473,2212,37,2990,1682,5048,373,0,2478,2659,167,0.17987321711568938,0.6903724247226625,0.31735985533453887,0.6659132007233273,0.5923137876386688,0.33320126782884313,0,0.9319292967280932,926,441,278,42,322,337,82,179,499,73,0.15905187220886294,0.07574716592236345,0.047749914118859496,0.007214015802129852,0.05530745448299553,0.05788388869804191,0.014084507042253521,0.03074544829955342,0.08570937822054277,0.012538646513225695
Bowral,0,1,13626,1098,1528,811,877,1389,1714,2626,1688,3103,6210,10009,2878,11987,926,0.08058124174372523,0.11213855863789814,0.05951856744459122,0.06436224864230149,0.10193747247908411,0.12578893292235432,0.19271980038162337,0.1238808160868927,0.22772640540143843,0.4557463672391017,0.7345515925436665,0.21121385586378982,0.8797152502568619,0.06795831498605608,3673,6514,11691,1513,2612,2730,5421,80,5302,5540,11691,852,114,5472,5802,198,0.3141732956975451,0.5571807373193054,0.48182992067884156,0.5035971223021583,0.45351124796852277,0.4738687879565478,0.01964839710444674,0.9431230610134437,1969,982,753,177,653,838,166,334,989,194,0.14450315573168943,0.07206810509320417,0.05526199911933069,0.012989872302950243,0.04792308821370909,0.06150007338910905,0.012182592103331866,0.024511962424776164,0.07258182885659768,0.014237487156905915
Hill Top - Colo Vale,0,1,6393,860,909,726,886,784,939,1769,1612,1723,1293,5451,758,5930,258,0.13452213358360707,0.14218676677616143,0.11356170811825433,0.13858908180822774,0.12263413108086971,0.14687939934303143,0.2767089003597685,0.2521507899264821,0.26951353042390114,0.20225246363209762,0.8526513374002815,0.11856718285624902,0.9275770373846395,0.04035664007508212,680,3913,5051,458,783,2493,3335,65,2352,2460,5051,229,6,2160,2240,78,0.13462680657295584,0.7746980795882004,0.23478260869565218,0.7475262368815592,0.4656503662641061,0.4870322708374579,0.0026785714285714286,0.9642857142857143,667,620,186,23,313,235,53,125,614,61,0.10433286407007665,0.09698107304864696,0.029094321914594087,0.0035976849679336775,0.04895979978101048,0.036758955107148446,0.008290317534803691,0.019552635695291726,0.09604254653527296,0.009541686219302362
Mittagong,0,1,10931,1319,1206,1031,1338,1298,1339,2525,2369,2637,3398,8237,2205,9297,1123,0.12066599579178483,0.11032842374897081,0.09431890952337389,0.1224041716219925,0.1187448540847132,0.12249565456042448,0.23099441954075564,0.2167230811453664,0.24124050864513769,0.3108590247918763,0.7535449638642393,0.20171987924252127,0.8505168786021406,0.10273533985911627,2313,5671,8996,1012,1803,3246,5144,74,4304,4148,8996,560,134,4046,4373,199,0.25711427301022677,0.6303912850155625,0.3505054432348367,0.6310264385692068,0.4784348599377501,0.46109381947532235,0.030642579464898238,0.925222959067002,1331,889,409,103,512,526,85,259,1058,139,0.12176379105296863,0.08132833226603238,0.03741652181868082,0.009422742658494191,0.046839264477175006,0.04812002561522276,0.007776049766718507,0.023694081053883452,0.09678894886103742,0.012716128442045558
Moss Vale - Berrima,0,1,10648,1173,1340,1018,1187,1223,1359,2513,2205,2582,3351,8205,1774,9182,827,0.11016153268219384,0.1258452291510143,0.09560480841472577,0.1114763335837716,0.1148572501878287,0.12762960180315552,0.23600676183320812,0.20708114199849736,0.24248685199098421,0.3147069872276484,0.7705672426746807,0.16660405709992487,0.8623215627347859,0.0776671675432006,1938,5723,8752,1096,1604,3219,4895,78,4159,3923,8752,677,244,3837,4308,216,0.22143510054844606,0.6539076782449725,0.32768130745658836,0.6576098059244126,0.4752056672760512,0.4482404021937843,0.056638811513463325,0.8906685236768802,1232,962,396,48,586,455,92,263,1071,106,0.11570247933884298,0.09034560480841472,0.0371900826446281,0.004507888805409466,0.05503380916604057,0.042731029301277236,0.008640120210368144,0.02469947407963937,0.10058226897069872,0.009954921111945906
Robertson - Fitzroy Falls,0,1,3829,346,516,251,321,447,642,862,572,1089,1308,3016,561,3478,127,0.09036301906503004,0.13476103421258814,0.06555236354139463,0.08383389919038914,0.11674066335857926,0.16766779838077828,0.22512405327761817,0.14938626273178376,0.2844084617393575,0.34160355184121183,0.787673021676678,0.14651344998694177,0.9083311569600417,0.03316792896317576,880,1935,3228,416,827,988,1846,38,1429,1547,3228,255,0,1453,1559,105,0.27261462205700127,0.5994423791821561,0.44799566630552545,0.5352112676056338,0.4426889714993804,0.4792441140024783,0,0.9320076972418216,412,322,146,15,143,171,22,56,295,31,0.107599895534082,0.08409506398537477,0.03813006006790284,0.003917471924784539,0.03734656568294594,0.044659179942543745,0.00574562548968399,0.014625228519195612,0.0770436145207626,0.008096108644554715
Southern Highlands,0,1,7250,651,808,474,604,799,1077,1459,1078,1876,2836,5505,1264,6479,359,0.08979310344827586,0.11144827586206897,0.065379310344827593,0.0833103448275862,0.11020689655172414,0.14855172413793102,0.20124137931034483,0.14868965517241378,0.25875862068965516,0.39117241379310347,0.7593103448275862,0.1743448275862069,0.8936551724137931,0.049517241379310344,1729,3630,6178,805,1324,1914,3305,66,2986,2715,6178,468,0,2879,3045,161,0.2798640336678537,0.5875687924894788,0.40060514372163386,0.5791225416036309,0.48332793784396244,0.43946260925865976,0,0.9454844006568145,874,570,321,57,349,348,64,141,561,68,0.12055172413793104,0.07862068965517241,0.04427586206896552,0.00786206896551724,0.04813793103448276,0.048,0.008827586206896552,0.019448275862068966,0.07737931034482759,0.009379310344827587
Baulkham Hills - East,1,1,24726,3668,3115,2160,3834,4006,2831,6783,5994,6837,5117,13817,10348,13533,10461,0.1483458707433471,0.12598074900914016,0.08735743751516623,0.15505945158942006,0.16201569198414625,0.11449486370622017,0.27432661975248723,0.24241688910458625,0.2765105556903664,0.20694815174310444,0.5588044972903017,0.4185068349106204,0.5473186119873817,0.4230769230769231,8043,9788,19320,1488,6088,5598,11856,175,8141,10341,19320,835,64,8187,8483,229,0.41630434782608694,0.5066252587991719,0.5134952766531714,0.472165991902834,0.42137681159420287,0.5352484472049689,0.007544500766238359,0.9651066839561476,1629,1533,624,288,1093,852,188,257,1455,186,0.06588206745935453,0.061999514680902694,0.025236593059936908,0.011647658335355497,0.04420448111299846,0.03445765590876001,0.007603332524468171,0.010393917333980426,0.05884494054841058,0.007522446008250425
Baulkham Hills (West) - Bella Vista,1,1,21683,2520,2971,2517,2537,3236,2947,5491,5054,6183,4966,11780,9402,11606,9461,0.11622008024719827,0.1370197850850897,0.11608172300880874,0.11700410459807223,0.1492413411428308,0.13591292717797354,0.253239865332288,0.23308582760688096,0.2851542683208043,0.22902734861412166,0.5432827560761887,0.43361158511276116,0.5352580362495964,0.4363326108010884,7510,8691,17588,1393,5885,4877,10935,181,7373,9624,17588,588,35,6795,7010,178,0.42699567887195816,0.49414373436433934,0.5381801554641061,0.44599908550525835,0.41920627700705027,0.5471912667727996,0.004992867332382311,0.9693295292439372,1299,1312,575,77,1107,774,125,194,1051,115,0.05990868422266291,0.06050823225568418,0.026518470691325,0.0035511691186643915,0.05105382096573352,0.03569616750449661,0.0057648849328967395,0.00894710141585574,0.048471152515795785,0.0053036941382650004
Glenhaven,1,1,6361,597,955,561,409,791,885,1552,970,1676,2161,4632,1619,5323,931,0.09385316774092124,0.15013362678824085,0.08819368023895614,0.06429806634177017,0.1243515170570665,0.13912906775664205,0.24398679452916208,0.1524917465807263,0.26348058481370856,0.3397264581040717,0.7281873919195095,0.2545197296022638,0.8368181103600063,0.14636063512026412,1761,3064,5287,461,1566,1365,2959,36,2265,2754,5287,272,0,2137,2193,47,0.33308114242481557,0.5795347077737848,0.5292328489354512,0.46130449476174384,0.4284093058445243,0.5209003215434084,0,0.9744642042863657,731,435,301,116,311,368,63,93,332,72,0.11491903788712467,0.0683854739820783,0.047319603835874864,0.01823612639522088,0.048891683697531836,0.057852538908976577,0.009904103128438925,0.014620342713409841,0.05219305140701148,0.0113189750039302
