sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Pymble,0,1,17221,7721,1126,3954,5547,2796,4612,161,815,112,608,447,865,302,2961,8498,384,4485,0.5639883126369613,0.08224981738495252,0.28882395909422937,0.6530492112079115,0.32917353425947726,0.27374169040835705,0.009556030389363722,0.04837369420702754,0.006678990995288926,0.03625737968871131,0.02665633013298348,0.051583278668972506,0.01800942214801121,0.17657582443795097,0.6207450693937181,0.028049671292914535,0.32761139517896276
St Ives,0,1,21665,8694,1785,5419,6072,3617,5855,219,1224,129,1048,679,1211,409,3428,9850,433,6475,0.50812390414962,0.1043249561659848,0.3167153711279953,0.6163841234392448,0.36717084559943153,0.2756591337099812,0.010310734463276836,0.0576271186440678,0.006096696441230682,0.04952975093340895,0.03209036343872584,0.05723332860721206,0.019329836003591852,0.1620114372134789,0.575686732904734,0.025306838106370542,0.3784336645236704
Turramurra,0,1,20251,8362,1669,5163,5925,3265,5406,146,1420,117,1079,676,1160,355,3269,9328,400,6325,0.5066650508967523,0.10112699951526903,0.3128332525448376,0.6353887399463807,0.35013404825737265,0.2742074562515851,0.007405528785188942,0.07202637585594725,0.0059572301425661915,0.054938900203665986,0.03441955193482688,0.059063136456211814,0.018075356415478614,0.16644602851323828,0.5651963160445953,0.024236548715462918,0.3832404265632574
Wahroonga (East) - Warrawee,0,1,18191,7698,1407,4602,5466,3018,4828,146,955,92,716,536,958,332,2973,8640,327,5439,0.5206628339533311,0.0951640175853906,0.31126141359485965,0.6321998612074948,0.34906315058986814,0.27091633466135456,0.00819258178553392,0.0535884630492116,0.005190701873166328,0.040397201534642296,0.030241480478447304,0.05405100428797111,0.018731663281426315,0.16773865944482058,0.5843760568143389,0.02211701048359824,0.3678728440987487
Cremorne - Cammeray,0,1,18905,9003,1636,4016,7195,3280,5068,44,3284,127,1190,850,1737,382,3797,10630,362,4336,0.5673325351313883,0.10309408280294914,0.2530720272228874,0.6766669801561177,0.3084736198626916,0.28459119496855345,0.0024707996406109615,0.1844115004492363,0.0072069004653274316,0.06752922483259562,0.048235160594711154,0.09856996935648621,0.021677448643740778,0.21546929973896267,0.6698594744470351,0.022811771378158673,0.2732371289936354
Crows Nest - Waverton,0,1,17916,9658,1414,3399,7574,3374,4906,29,3446,107,1111,786,1948,444,3701,11094,360,3593,0.6210932475884244,0.09093247588424437,0.21858520900321543,0.6828960418357226,0.30421062122441617,0.2912264038940995,0.0017214769084649174,0.20455894574379674,0.006419101325814386,0.06665066890635311,0.04715339852420661,0.11686363909052733,0.02663627092207091,0.22202891595176674,0.7134405144694533,0.02315112540192926,0.23106109324758842
Neutral Bay - Kirribilli,0,1,17183,8677,1541,3598,6716,3203,4198,23,4097,178,1349,833,1964,415,3317,10077,411,4014,0.5659036066001435,0.10050218483010501,0.2346572751581556,0.6668652566775891,0.31804190249230463,0.2691888425777493,0.0014748316768194935,0.2627124078230202,0.011655316919853326,0.08833158721843898,0.05454426401257203,0.1286013619696176,0.02717391304347826,0.2171948664222106,0.6572099393465075,0.026804930541968305,0.26178829974564666
North Sydney - Lavender Bay,0,1,12441,6913,946,2241,5308,2163,3306,25,2691,145,657,569,1459,280,2762,7614,295,2634,0.6147621164962206,0.08412627834593152,0.19928857269897732,0.6970453053184504,0.2840446487196323,0.29783783783783785,0.0022522522522522522,0.24243243243243243,0.013406065088757397,0.060743343195266274,0.05260724852071006,0.13489275147928995,0.025887573964497042,0.25536242603550297,0.6771009337483326,0.026233881725211204,0.23423743886171633
Mosman - North,0,1,13763,6175,1196,3227,4408,2186,3694,45,1967,109,802,533,1125,260,2637,6766,253,4191,0.5296791902556185,0.10259049579687768,0.27680562703722766,0.651685393258427,0.3231815493790656,0.28437259430331024,0.003464203233256351,0.15142417244033873,0.008490419068390716,0.06247078984265462,0.041517370306901384,0.0876304720361427,0.020252375759464092,0.2054058264527185,0.5803739921084234,0.02170183564933951,0.3594956253216675
Mosman - South,0,1,14565,6767,1124,3224,4990,2233,3829,51,1951,116,779,535,1144,249,2760,7387,265,4034,0.5612507257194991,0.09322385336319151,0.26739653313427886,0.6748715174465784,0.3020016229375169,0.2764620938628159,0.0036823104693140796,0.1408664259927798,0.008446806961334014,0.05672467778344135,0.038957256244083596,0.08330299279108716,0.018131508046311803,0.20097575183863686,0.6126731359376296,0.02197893339968483,0.33457742390312684
Balgowlah - Clontarf - Seaforth,0,1,20732,7845,1681,5465,6477,3624,5546,94,1406,88,886,544,1046,386,3657,10265,355,5164,0.48273952372161716,0.10343978832071872,0.336286997723217,0.630856141034382,0.3529755527417941,0.2730405671524222,0.0046278062229224105,0.06922016541945648,0.004360321078188485,0.04390050540085225,0.026954712119710632,0.05182836190664949,0.019125953820235853,0.1812010702606283,0.631653436711587,0.02184480955018153,0.31776506061165466
Manly - Fairlight,0,1,22438,10453,1829,5147,8548,4140,5889,37,3452,141,1193,722,1711,434,4704,12894,458,4966,0.5445405292769326,0.0952802667222338,0.26812877682850594,0.6630468507601613,0.32112938256282964,0.28269009216589863,0.0017761136712749616,0.16570660522273425,0.006860980000973189,0.05805070312880152,0.03513211035959321,0.08325628923166756,0.021118193761860738,0.22889397109629703,0.6717024380079183,0.02385913732027506,0.2586997291102313
Avalon - Palm Beach,0,1,13052,3916,1365,4425,3245,2755,3479,106,1032,98,716,484,862,306,1971,6122,223,4010,0.36276053728578045,0.12644742936544698,0.4099119962945808,0.5299689694594153,0.4499428384778703,0.28542128148330465,0.008696365575518911,0.08466650258429732,0.008113926146713033,0.05928133796986256,0.04007285974499089,0.07136943202516972,0.02533532041728763,0.1631892697466468,0.5671144048170449,0.0206577119036591,0.3714682723483094
Bayview - Elanora Heights,0,1,11243,3110,1155,4069,2699,2463,2855,136,899,80,704,356,660,214,1653,5250,151,3544,0.3327626792210571,0.12358228118981382,0.4353734217847207,0.514095238095238,0.46914285714285714,0.26528526296227467,0.012637056309236202,0.08353465898531871,0.007517383950385266,0.06615297876339034,0.033452358579214435,0.06201841759067844,0.020109002067280585,0.15532794587483556,0.561737641771881,0.016156644553819818,0.37919965760753266
Newport - Bilgola,0,1,13681,4163,1516,4660,3686,3353,3738,122,1087,61,725,550,929,340,2074,7153,244,3587,0.366881113950824,0.13360359566405217,0.41068123733145323,0.515236231478893,0.46868884540117417,0.2807570977917981,0.009163286765810425,0.08164338290521256,0.004615617433414043,0.05485774818401937,0.041616222760290554,0.07029358353510896,0.025726392251815982,0.15693099273607747,0.630386886401692,0.02150348109632502,0.3161187979201551
Mona Vale - Warriewood (North),0,1,14634,3515,1478,5494,3150,3730,3769,107,1341,64,1019,600,1022,334,1882,7002,242,3948,0.29255097794423635,0.12301290054099043,0.4572617561381606,0.45012860817376393,0.533009431266076,0.264009526478005,0.007495096665732698,0.09393387503502382,0.0045386851996312315,0.07226437841287851,0.042550173746542796,0.07247712928161124,0.02368626338557549,0.1334657116516559,0.5827715355805243,0.020141489804411154,0.3285892634207241
North Narrabeen - Warriewood (South),0,1,10874,2617,1081,4005,2590,3060,2820,101,635,52,514,360,609,288,1537,5743,164,2293,0.30651206371515577,0.1266104474115718,0.4690794096978215,0.4516916637600279,0.533658876874782,0.2629125489464852,0.009416371433898937,0.05920193921312698,0.004893196574762398,0.0483673661428437,0.0338759762868166,0.05730685988519808,0.02710078102945328,0.14463159875788087,0.6726399625204966,0.019208245490747247,0.26856406652611853
Beacon Hill - Narraweena,0,1,14547,3340,1294,5807,3067,3979,3513,200,995,72,982,443,768,339,1844,7155,234,3837,0.2861549006168609,0.1108636052090473,0.4975154215215901,0.428831096196868,0.556347874720358,0.24544120729406832,0.013973310976035772,0.06951722210577796,0.005066854327938072,0.06910626319493314,0.031175228712174523,0.054046446164672766,0.023856439127375086,0.12976776917663618,0.6130054832076764,0.020047978067169295,0.3287354352296093
Cromer,0,1,8046,1723,784,3214,1712,2080,2013,86,587,49,532,269,462,180,1033,3860,130,2176,0.2688826466916355,0.12234706616729088,0.5015605493133583,0.44352331606217615,0.538860103626943,0.25429509853461346,0.010864072764022233,0.07415361293582617,0.006242833481972226,0.06777933494712703,0.034271881768378136,0.058861001401452416,0.022932857688877564,0.13160912218116957,0.6023720349563046,0.02028714107365793,0.33957553058676654
Forestville - Killarney Heights,0,1,13161,4200,1089,4129,3434,2713,3364,112,827,64,796,379,654,247,1935,6211,208,3604,0.40548368410890134,0.10513612666537941,0.39862907897277466,0.5528010302640052,0.43673535093367677,0.25948781240357915,0.008639308855291577,0.06379203949398334,0.004965859714463066,0.061762880198634386,0.02940720049658597,0.05074487895716946,0.019165114835505898,0.15013966480446927,0.5996331338096158,0.02008109673682178,0.347943618459162
Freshwater - Brookvale,0,1,21828,7731,1924,6699,6745,5563,5728,119,2467,93,1055,778,1782,566,3644,12508,381,4360,0.43175471908857366,0.10745001675416062,0.37412040656763096,0.5392548768787976,0.44475535657179405,0.27035446264218627,0.005616651720394582,0.11643932600179355,0.004434272636246603,0.05030277022838888,0.03709531302150384,0.0849663853525962,0.02698707862489868,0.17374719877938302,0.6985368033061543,0.02127778398302245,0.24349380096057188
Manly Vale - Allambie Heights,0,1,17550,5369,1586,5508,4659,4221,4402,146,1436,77,973,570,1013,423,2622,8989,287,3941,0.39138358361277154,0.11561452106721096,0.4015162560139962,0.5182424916573971,0.4695216907675195,0.25585585585585585,0.008485905260098809,0.08346410927056089,0.004503450695987835,0.056907240612937185,0.03333723242484501,0.059246695519943854,0.024739735641595508,0.15335126915428704,0.6552704475871118,0.020921417116197695,0.2872867764980318
Terrey Hills - Duffys Forest,0,1,3786,964,369,1469,848,954,944,49,204,19,201,116,177,75,546,1812,46,1160,0.30937098844672656,0.11842105263157894,0.4714377406931964,0.46619021440351843,0.5244639912039583,0.2541049798115747,0.013189771197846568,0.05491251682368775,0.005147656461663506,0.05445678677865077,0.03142779734489298,0.047954483879707396,0.02031969655919805,0.1479273909509618,0.5815147625160462,0.014762516046213094,0.3722721437740693
Belrose,0,1,8652,2283,870,3257,2039,1935,2208,80,592,27,556,305,441,175,1208,4023,121,2775,0.32327952421410366,0.1231945624468989,0.4612007929764939,0.5074664011946242,0.4815828770532603,0.2602239245727755,0.009428403064230996,0.06977018267530936,0.0031911121616830162,0.06571327266280581,0.036047748493085924,0.0521214986408226,0.02068313438127881,0.14277272190048457,0.5696686491079015,0.017133956386292833,0.3929481733220051
Collaroy - Collaroy Plateau,0,1,13980,3735,1388,5301,3442,3875,3574,131,1170,56,712,522,936,363,2012,7423,223,3424,0.32537677498039896,0.1209164561372942,0.4617998083456747,0.4631324004305705,0.5213939720129172,0.26146755431999413,0.009583729607140243,0.08559514229277929,0.0041380329564767605,0.052612133303775954,0.038572378630015516,0.069164265129683,0.026823320771447574,0.1486736126505579,0.6466591166477916,0.01942677933617911,0.2982838226326335
Dee Why (South) - North Curl Curl,0,1,9116,2881,865,2994,2425,2547,2298,70,856,35,485,311,677,218,1341,5035,167,1922,0.3894295755609624,0.1169234928359016,0.4047039740470397,0.4812462790236158,0.5054574320301647,0.25814423725005614,0.007863401482812851,0.09615816670411144,0.003975014196479273,0.055082339579784215,0.03532084043157297,0.07688813174332765,0.024758659852356615,0.15229982964224872,0.6805893484725601,0.022573668559070018,0.25979994593133277
Dee Why - North,0,1,17816,5496,1879,6270,4215,6206,4831,99,2765,129,1421,954,2199,628,2034,10588,426,3572,0.36138874276696475,0.12355339295107838,0.41228300894266173,0.39805458494664275,0.5860798942298612,0.28151040149175455,0.005768894586562555,0.1611211467863178,0.007602994047268227,0.08375081039665233,0.05622679318677433,0.12960452643366535,0.037013025284375556,0.11987976660576413,0.6962125197264598,0.028011572856391373,0.23487638085218307
Frenchs Forest - Oxford Falls,0,1,17175,5007,1557,5867,4499,4109,4465,174,687,58,653,490,857,355,2644,8699,286,4198,0.37226765799256506,0.11576208178438661,0.4362081784386617,0.5167106925462271,0.4719191455151028,0.2624463645447599,0.010227473108799153,0.04038088520543114,0.003420819817163079,0.03851371276909466,0.02890002948982601,0.050545561781185494,0.020937776467118845,0.15594219994102035,0.6467657992565056,0.021263940520446098,0.3121189591078067
Narrabeen - Wheeler Heights,0,1,11241,2776,1173,4444,2503,2932,2861,65,1614,84,1059,591,912,307,1380,5483,160,3462,0.2904677199958146,0.12273726064664643,0.4649994768232709,0.456501915010031,0.5347437534196607,0.26344383057090237,0.005985267034990792,0.14861878453038674,0.007845334827682824,0.09890725693471561,0.05519753432333987,0.08517792098627067,0.02867283085831699,0.1288876435976464,0.5737156011300617,0.01674165533117087,0.36224756722820967
Camden - Ellis Lane,0,1,13295,2086,1086,6297,2240,3850,3325,109,1079,67,1040,516,937,369,1336,6184,169,3837,0.194753057604332,0.10139109326860238,0.5879002894220895,0.36245954692556637,0.6229773462783171,0.2548673923041545,0.008355051356737697,0.08270734324697225,0.0051833513848058175,0.08045799164474703,0.039919542008355256,0.07248955593377689,0.028547114343184278,0.1033575738820981,0.577350387452152,0.015778171972738307,0.35822985715619454
Currans Hill,0,1,6445,760,521,3107,914,2341,1654,63,358,26,296,282,588,232,543,3318,102,1182,0.15973097940311054,0.10949978982765868,0.6530054644808743,0.27596618357487923,0.7068236714975845,0.2590040714062011,0.00986533041027247,0.056060131537738804,0.004097714736012608,0.04665090622537431,0.044444444444444446,0.09267139479905437,0.03656422379826635,0.08557919621749409,0.6973518284993695,0.021437578814627996,0.2484237074401009
Elderslie - Narellan,0,1,14019,2039,1116,6661,2329,4520,3649,118,899,66,931,539,1034,450,1404,6952,213,3145,0.19102492036724752,0.1045531197301855,0.6240397226906502,0.3346264367816092,0.6494252873563219,0.26293414036604695,0.008502666090214729,0.06477878656866984,0.004796860236935823,0.06766480122101896,0.03917435860164256,0.07515081037866124,0.032705865251835164,0.10204229958572571,0.6513022297170695,0.019955030916245082,0.2946411841858722
Harrington Park,0,1,11241,1747,995,5195,2136,3689,2747,151,337,30,364,282,590,296,1475,5921,173,2298,0.2034470711540701,0.11587283102364039,0.6049842785606149,0.3604454944313196,0.6225109686128923,0.2454870420017873,0.013494191242180518,0.030116175156389632,0.002693723623956182,0.03268384663733501,0.02532100206518811,0.05297656460447158,0.026578073089700997,0.13244141151117894,0.6895306859205776,0.020146733434261092,0.2676138348666589
Mount Annan,0,1,19040,2652,1549,9284,3100,6792,4836,216,849,69,839,627,1424,708,1920,10038,367,3837,0.180999180999181,0.10571935571935571,0.6336336336336337,0.3086112493777999,0.6761572921851667,0.2559678187688562,0.011432805801090351,0.04493727835706346,0.003674317056286277,0.04467756536556792,0.03338835933755791,0.07582938388625593,0.037701688055807016,0.10224186591405293,0.6850941850941851,0.02504777504777505,0.2618755118755119
Spring Farm,0,1,9539,1450,810,4029,1573,3447,2636,48,416,21,318,335,929,451,930,5117,148,1309,0.2144653157816891,0.1198047626090815,0.5959177636444313,0.3071665690294864,0.6731107205623902,0.2786174822957404,0.005073459465172815,0.043969982031497726,0.0022326174782054007,0.033808207527110355,0.035615564533276634,0.09876674463108653,0.047948118222411226,0.09887305974909633,0.7568407040378642,0.021890252921165507,0.193610412660849
Bradbury - Wedderburn,0,1,20011,2056,1329,10033,1827,5798,4792,236,1487,141,1796,1035,1626,520,1013,7780,536,6013,0.134537364219343,0.08696505692972124,0.656524015181259,0.2348630929425376,0.7453400179971719,0.24358257510293296,0.011996136837289686,0.07558582829258374,0.007281177381874516,0.0927446423960754,0.053446940356312936,0.08396591789310612,0.026852569067906017,0.05231087012651691,0.5090956681062688,0.03507394320115168,0.3934694411726214
Campbelltown - Woodbine,0,1,22084,3814,1635,10037,2814,6241,5176,216,2560,167,2246,1257,1953,576,1333,9269,694,6586,0.21439010680157392,0.09190556492411467,0.5641933670601461,0.3038876889848812,0.6739740820734341,0.24207277149003836,0.010101954915349359,0.11972687307080722,0.007962618604872932,0.10709006818290183,0.05993420111572021,0.09311972536117866,0.02746388213417251,0.06355790778620131,0.5210230466554244,0.03901068015739179,0.3702079820123665
Claymore - Eagle Vale - Raby,0,1,20236,2397,1489,10024,2085,6404,4921,269,1142,112,1406,997,1636,564,1244,8687,539,5634,0.15260711784554656,0.09479849748519768,0.6381867956961864,0.2398757478140819,0.7367694431661298,0.24656779236396434,0.013478304439322577,0.057220162340915925,0.005688744412840309,0.07141405932547745,0.05063998374644454,0.08309630231613166,0.02864689150751727,0.06318569687119058,0.5530655121920163,0.03431591010377539,0.35869357611256125
Holsworthy Military Area,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leumeah - Minto Heights,0,1,16729,2215,1147,8531,1806,4968,4073,203,1483,114,1554,906,1447,456,934,6945,449,5243,0.1655455904334828,0.08572496263079223,0.637593423019432,0.260343087790111,0.7161597232232954,0.2479152717755189,0.012356199403493822,0.09026721042059772,0.0070444293394302665,0.09602669467960205,0.055984675276524745,0.08941481801890873,0.028177717357721066,0.05771488599147253,0.5190582959641256,0.033557548579970106,0.39185351270553065
Minto - St Andrews,0,1,21335,3592,1386,9394,2214,6228,4985,293,1264,108,1597,959,1725,588,1194,8680,609,6114,0.2187176520733118,0.08439383791024782,0.5720026791694575,0.2550985136536467,0.717594192879364,0.23649129465344657,0.013900090137103279,0.0599648939703022,0.0051933064050779,0.07679361415656857,0.04611463743027505,0.08294864396999423,0.02827466820542412,0.05741488747836122,0.528527065700542,0.03708214089995738,0.3722827741581928
Rosemeadow - Glen Alpine,0,1,21155,2466,1474,10738,2299,5965,5248,267,1333,118,1823,1007,1627,534,1292,8461,525,6731,0.14647184604419103,0.08755048705155619,0.637799952482775,0.27168518080831955,0.7049160954857008,0.25080047789725207,0.012759856630824374,0.0637037037037037,0.005728711525390814,0.08850373822701234,0.04888824157685212,0.07898825128653267,0.025924847072531315,0.06272453636275367,0.5025540508434307,0.0311831789023521,0.39979805179377526
Denham Court - Bardia,0,1,14868,3973,1157,4717,2792,3727,3558,192,529,46,550,438,1083,518,1446,6678,321,3402,0.3672922252010724,0.106961264675973,0.4360728482943515,0.41827715355805245,0.5583520599250936,0.24237057220708447,0.013079019073569483,0.03603542234332425,0.003159991756543244,0.03778251013258226,0.030088617160129148,0.0743971972247029,0.03558425499759566,0.09933365391220718,0.61736156050661,0.029675510770084127,0.3145049459184617
Glenfield,0,1,10536,2755,789,3750,1709,2833,2532,117,577,33,621,407,849,311,808,4657,293,2703,0.33069259392629935,0.094706517824991,0.45012603528988115,0.36713211600429646,0.6085929108485499,0.243789716926632,0.011265164644714038,0.05555555555555555,0.003210741389375365,0.06042031523642732,0.03959914380229616,0.08260361938120257,0.030258805215022378,0.07861451644288772,0.5589965190253271,0.03516984755731605,0.32445084623694637
Ingleburn,0,1,16720,3314,1206,7254,2119,4811,4026,229,1289,111,1362,884,1378,441,1052,7107,491,5001,0.24855621390534763,0.09045226130653267,0.5440636015900397,0.29807286538191025,0.676747784498523,0.24495010951569726,0.01393283037235337,0.07842540764176198,0.006853544084959249,0.08409483823166214,0.05458137811805384,0.08508273647814275,0.02722894541862188,0.06495430970610028,0.5330383259581489,0.0368259206480162,0.3750843771094277
Macquarie Fields,0,1,14198,2290,827,6318,1224,3609,3359,156,1111,87,1482,779,1149,293,526,4959,491,4707,0.20877017048044488,0.07539429300756678,0.5759868720940833,0.2469733656174334,0.7282082324455206,0.24032338842383916,0.0111611933891393,0.0794877298418831,0.006357790119847997,0.10830166617947969,0.056927798889213684,0.08396667641040631,0.021411867874890383,0.038439052908506285,0.45209226000547,0.04476251253532683,0.42911842465129
Bargo,0,1,5934,521,397,3331,695,2025,1465,87,427,30,470,279,429,162,478,2805,106,1623,0.10970730680143188,0.08359654664139819,0.7014108233312276,0.24794862647163754,0.7224402425972173,0.25107112253641817,0.014910025706940874,0.07317909168808912,0.0052020114444251775,0.08149817929599446,0.04837870643315415,0.07438876365528004,0.02809086179989596,0.08288538234784117,0.5906506632975363,0.022320488523899767,0.3417561591914087
Douglas Park - Appin,0,1,11112,1374,911,5202,1725,3526,2691,153,483,58,489,372,667,317,1215,5370,112,2436,0.16285409505748488,0.10797676899371815,0.616569870807159,0.32098995161890587,0.6561220692221809,0.24546200857429537,0.013956033932317796,0.044057283590258144,0.0053535167066642055,0.04513568395791028,0.034336348532398,0.06156544212663836,0.029259737862285397,0.11214694480339671,0.6364821619058907,0.013274860732487851,0.28872822093161077
Picton - Tahmoor - Buxton,0,1,18987,2063,1415,9840,2525,6511,4867,204,1469,104,1554,862,1546,565,1525,9178,317,4701,0.13763426512776036,0.09440256187871106,0.6564814197077857,0.2750544662309368,0.7092592592592593,0.26206116734869694,0.01098427740684902,0.07909756622873142,0.005662945820854887,0.08461747890008167,0.04693710863054724,0.08418186768309284,0.030765042199836647,0.08303838823849714,0.6123156981786644,0.021148842484488624,0.3136299953299086
The Oaks - Oakdale,0,1,9808,1119,716,5077,1442,3284,2345,178,439,45,482,356,637,261,953,4824,145,2385,0.14412673879443585,0.09222050489438434,0.6539155074703761,0.2987981765437215,0.6804807293825114,0.24277875556475825,0.018428408737964593,0.04544983952790144,0.004715004191114837,0.05050293378038558,0.03730092204526404,0.06674350377200336,0.027347024308466052,0.09985331098072087,0.6213292117465224,0.01867594023699124,0.3071870170015456
Blackheath - Megalong Valley,0,1,5764,1777,574,2073,1093,1270,1574,12,1014,56,912,447,588,140,390,2406,104,2186,0.3581217251108424,0.11567916162837566,0.41777509068923824,0.45503746877601997,0.5287260616153205,0.3183013144590495,0.0024266936299292214,0.2050556117290192,0.011525005145091582,0.18769294093434863,0.09199423749742745,0.12101255402346162,0.028812512862728956,0.08026342868903066,0.4848851269649335,0.020959290608625555,0.44054816606207176
Blaxland - Warrimoo - Lapstone,0,1,18993,5306,1735,7080,4449,4826,5277,131,1342,55,1212,852,1415,550,2349,9382,339,5133,0.34912488485327015,0.1141597578628767,0.4658507698381366,0.47385238044520184,0.514005751411226,0.2822076046847425,0.007005722231135355,0.07176854377239425,0.002957466257998602,0.06517180190353283,0.04581384094208743,0.07608754100123676,0.02957466257998602,0.1263106952734312,0.6173180681668641,0.022305566521910777,0.33774180813264904
Blue Mountains - North,0,1,7,4,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0.5714285714285714,0,0.42857142857142855,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0.42857142857142855,0,0.42857142857142855
Katoomba - Leura,0,1,13348,3901,1320,5191,2508,3074,3412,39,2583,145,2268,1020,1201,310,906,5662,327,5084,0.3357720778102944,0.11361680151489069,0.44680667929075574,0.4426403106247794,0.5425344158136252,0.2842149104539775,0.003248646397334444,0.2151603498542274,0.01228293096145701,0.19212198221092758,0.08640406607369759,0.10173655230834393,0.02626005929690809,0.07674714104193138,0.48734721983129625,0.02814598037527974,0.4375968325012911
Lawson - Hazelbrook - Linden,0,1,11445,2888,1107,4697,2266,3202,3125,79,1225,60,1156,637,1111,335,940,5541,226,3367,0.30716868751329507,0.1177409061901723,0.49957455860455224,0.4093208092485549,0.5783959537572254,0.2815061706152599,0.00711647599315377,0.11035041888118187,0.005450086293032973,0.10500499591243528,0.057861749477700064,0.10091743119266056,0.0304296484694341,0.08538468525751658,0.5893426930440332,0.024037438842799404,0.3581152946181663
Springwood - Winmalee,0,1,21964,5247,2114,8880,4542,5958,6024,140,1892,94,1704,1106,1810,732,2242,10640,345,6328,0.2949409780775717,0.11883080382237211,0.4991568296795953,0.426759372357418,0.5598045663816593,0.279173231995551,0.006488089721012142,0.08768189822967838,0.004379834125430995,0.07939614201845122,0.051532941943900845,0.08433510390457553,0.034106793402292425,0.104463703289535,0.5980888139404159,0.0193929173693086,0.3557054525014053
Wentworth Falls,0,1,6428,1885,602,2277,1196,1349,1743,28,807,46,767,416,550,174,542,2591,115,2370,0.352138987483654,0.11246030263403699,0.42536895198953856,0.46249033255993816,0.5216550657385924,0.28771871904919116,0.00462198745460548,0.1332122812809508,0.00773369199731002,0.128950907868191,0.0699394754539341,0.09246805648957633,0.02925353059852051,0.09112306657700067,0.48402764804782367,0.02148328040351205,0.4427423874462918
Blue Mountains - South,0,1,8,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0.375,0,0,0,0,0.5,0,0,0,0,0,0,0.375,0,0.5
Cambridge Park,0,1,16004,1445,1039,8726,1690,5503,4106,187,1232,100,1230,853,1453,526,1044,7346,322,4217,0.11466433899381051,0.08244723059831773,0.6924297730518966,0.23008849557522124,0.7492171545268891,0.2591517293612724,0.011802575107296138,0.07775814188336279,0.006416426050689766,0.07892204042348412,0.0547321142123837,0.0932306705165223,0.03375040102662817,0.06698748796920115,0.5829233455007141,0.02555149976194255,0.3346294239009681
Emu Plains - Leonay,0,1,13914,2201,1124,6825,2449,4330,3741,102,1106,58,1072,572,1037,429,1503,6887,219,3757,0.1957488438278193,0.0999644254713625,0.6069903948772679,0.3555458768873403,0.6286295005807201,0.27181573784785296,0.00741117488919567,0.08036038654363148,0.00424659540196222,0.07848879777419827,0.041880216722799825,0.07592619710060038,0.03141016254209987,0.11004539464050374,0.6125044468160797,0.019477054429028817,0.334133760227677
Glenmore Park - Regentville,0,1,21002,3356,1732,10080,3698,7553,5556,187,939,95,880,689,1647,710,2323,11426,368,4123,0.20537298818921731,0.10599106541827305,0.6168533137506884,0.3234496632554885,0.6606315052916995,0.2667562896101402,0.008978298444401766,0.04508354138659497,0.004587820543777467,0.04249770608972811,0.03327377215434394,0.0795383203747525,0.034287921958757905,0.11218428550731636,0.6992228137812864,0.02252004161312037,0.25231014013830244
Jamisontown - South Penrith,0,1,17326,2024,1271,9250,2193,5820,4511,133,1770,115,1525,1005,1641,547,1235,8165,359,4699,0.14544409313020984,0.09133371658522564,0.6647025007185973,0.2685525349008082,0.7127112417340191,0.2659787735849057,0.007841981132075472,0.10436320754716981,0.006868952335443794,0.09108828097001553,0.060028670409747936,0.09801696332576754,0.03267232110858918,0.07376657508063553,0.5867346938775511,0.025797643000862316,0.33766887036504745
Kingswood - Werrington,0,1,24625,4240,1673,10636,3170,7579,5763,210,2510,128,2128,1277,2221,699,1597,10996,724,5871,0.2223620725823369,0.08773861967694567,0.5577931613173904,0.28820801891081005,0.689062642058369,0.24039544487548492,0.008759854836691278,0.10470112209569099,0.0054691505725517,0.09092462826867202,0.05456332250897283,0.09489830798154161,0.02986668945479405,0.06823619894035207,0.5766729599328718,0.037969372771134886,0.3078980490874764
Mulgoa - Luddenham - Orchard Hills,0,1,12040,1919,910,5603,2199,3936,2884,168,494,60,470,325,691,335,1461,6239,164,2509,0.2081796485137774,0.09871989585593405,0.607832501627251,0.35217809096732866,0.6303651505445227,0.24317032040472175,0.014165261382799325,0.041652613827993255,0.0050964070330417055,0.03992185509216003,0.027605538095642573,0.05869362099719697,0.028454939267816188,0.12409751125456553,0.6768279453243654,0.017791277934476026,0.2721848557170753
Penrith,0,1,17966,3003,1287,8628,2594,5438,4112,93,3628,144,2515,1382,2024,463,968,8205,543,4977,0.19641572372293806,0.0841781673098306,0.5643272941330368,0.31591767141639265,0.6622823042260383,0.24223858615611193,0.005478645066273932,0.21372606774668632,0.008751671326121308,0.15285037073052146,0.08399173453263645,0.12300960252826061,0.028139054333292817,0.05883067947003768,0.5366603440381974,0.0355157302635882,0.3255281574988554
