sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,male,female,australia,overseas,english,non_english,couple_no_children,couple_with_children,one_parent,other_family,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_male,prop_female,prop_australia,prop_overseas,prop_english,prop_non_english,prop_couple_no_children,prop_couple_with_children,prop_one_parent,prop_other_family
Belmont - Bennetts Green,0,0,17864,1902,2183,1946,2005,2129,2333,4085,3951,4462,5359,8753,9106,15574,1637,16531,678,2144,2027,877,57,0.10647111509180475,0.12220107478728168,0.10893416927899686,0.11223690103000449,0.1191782355575459,0.13059785042543665,0.22867218987908644,0.22117107030900135,0.24977608598298254,0.29998880429914915,0.4899798477384684,0.5097402597402597,0.8718092252575012,0.09163681146439767,0.9253806538289296,0.037953425884460365,0.1395379108363163,0.13192320208265537,0.05707777416205662,0.0037097299056296777
Belmont South - Blacksmiths,0,0,5680,546,589,568,552,640,839,1135,1120,1479,1959,2800,2879,4982,422,5236,154,693,556,333,32,0.09612676056338028,0.10369718309859155,0.1,0.09718309859154929,0.11267605633802817,0.1477112676056338,0.19982394366197184,0.19718309859154928,0.260387323943662,0.3448943661971831,0.49295774647887325,0.5068661971830986,0.877112676056338,0.07429577464788732,0.921830985915493,0.027112676056338027,0.14935344827586206,0.11982758620689656,0.07176724137931034,0.006896551724137931
Charlestown - Dudley,0,0,25254,3323,2979,3114,3703,3237,2996,6302,6817,6233,5903,12452,12803,21685,2774,22668,1702,2599,3053,1275,79,0.13158311554605212,0.1179615110477548,0.1233071988595866,0.14663023679417123,0.1281777144214778,0.11863467173517067,0.2495446265938069,0.26993743565375783,0.24681238615664844,0.23374514928328186,0.4930704046883662,0.5069691929991289,0.8586758533301655,0.1098439851112695,0.8976003801378,0.06739526411657559,0.11931870351666514,0.14016160132219263,0.0585345698282986,0.003626847856027913
Glendale - Cardiff - Hillsborough,0,0,24588,3144,3039,3060,3557,3229,2877,6183,6617,6106,5693,12118,12469,21300,2601,22190,1517,2527,3037,1249,106,0.127867252318204,0.12359687652513421,0.12445095168374817,0.14466406377094518,0.1313242231983081,0.11700829673011225,0.2514641288433382,0.26911501545469335,0.24833251992842037,0.2315357084756792,0.49284203676590205,0.5071172929884497,0.8662762323084432,0.10578330893118594,0.9024727509354157,0.061696762648446396,0.11763884362925375,0.14138075508588985,0.058144406684977425,0.004934593361575345
Mount Hutton - Windale,0,0,9504,1144,1173,1164,1133,1064,1202,2317,2297,2266,2622,4443,5062,7981,829,8415,437,883,827,698,57,0.12037037037037036,0.12342171717171717,0.12247474747474747,0.11921296296296297,0.11195286195286196,0.12647306397306396,0.24379208754208753,0.24168771043771045,0.23842592592592593,0.2758838383838384,0.46748737373737376,0.5326178451178452,0.8397516835016835,0.08722643097643097,0.8854166666666666,0.04598063973063973,0.11252708041289665,0.10539059513189754,0.08895119153816745,0.007263922518159807
Redhead,0,0,3785,413,486,241,347,473,457,899,588,930,1372,1789,1993,3234,395,3392,147,362,458,114,13,0.10911492734478204,0.12840158520475561,0.06367239101717305,0.0916776750330251,0.1249669749009247,0.12073976221928666,0.23751651254953765,0.15535006605019816,0.24570673712021135,0.3624834874504623,0.4726552179656539,0.526552179656539,0.8544253632760899,0.10435931307793923,0.8961690885072655,0.03883751651254954,0.11387228688266751,0.14407046240956276,0.03586033343818811,0.004089336269267065
Swansea - Caves Beach,0,0,12559,1300,1410,1026,1181,1467,1772,2710,2207,3239,4410,6138,6427,10684,1381,11680,441,1649,1330,622,52,0.10351142606895454,0.11227008519786608,0.08169440242057488,0.09403614937495024,0.11680866311012024,0.14109403614937496,0.2157815112668206,0.17573055179552513,0.25790269925949516,0.35114260689545346,0.4887331793932638,0.5117445656501314,0.8507046739390078,0.10996098415478939,0.9300103511426069,0.035114260689545346,0.15353817504655493,0.12383612662942271,0.057914338919925513,0.00484171322160149
Valentine - Eleebana,0,0,12568,1461,1822,969,1123,1708,1720,3283,2092,3428,3763,6156,6409,10776,1550,11723,581,1529,1747,416,25,0.11624761298535964,0.14497135582431572,0.07710057288351368,0.08935391470401019,0.13590070019096118,0.13685550604710375,0.2612189688096754,0.16645448758752387,0.2727562062380649,0.2994112030553787,0.4898154042011458,0.5099458943348186,0.8574156588160408,0.12332908975175048,0.9327657542966263,0.04622851686823679,0.13325780024402997,0.1522572773226425,0.036255882865609206,0.002178839114519784
Warners Bay - Boolaroo,0,0,14694,1587,1787,1436,1659,1859,1995,3374,3095,3854,4376,6974,7717,12473,1734,13341,842,1779,1656,735,58,0.10800326663944466,0.12161426432557507,0.09772696338641622,0.11290322580645161,0.126514223492582,0.13576970191915066,0.22961753096501974,0.21063018919286783,0.2622839254117327,0.297808629372533,0.4746154893153668,0.5251803457193412,0.848849870695522,0.1180073499387505,0.9079216006533279,0.057302300258608954,0.14182079081632654,0.13201530612244897,0.05859375,0.004623724489795918
Bolton Point - Teralba,0,0,10135,1197,1149,1193,1251,1157,1222,2346,2444,2379,2969,4954,5187,8641,949,9067,457,1075,1066,570,46,0.11810557474099655,0.11336951159348792,0.1177109028120375,0.12343364578194375,0.11415885545140601,0.12057227429699062,0.23147508633448446,0.24114454859398124,0.23473112974839663,0.29294523926985694,0.48880118401578687,0.5117908238776517,0.8525900345337938,0.09363591514553528,0.894622594967933,0.04509126788357178,0.12295550726295322,0.12192611231842616,0.06519501315337985,0.005261351938693812
Bonnells Bay - Silverwater,0,0,9691,1178,1098,1122,1092,1049,1233,2276,2214,2282,2910,4737,4955,8183,1158,8938,413,1246,1026,530,33,0.12155608296357445,0.11330100092869673,0.11577752553916004,0.1126818697760809,0.10824476318233413,0.12723145186255289,0.23485708389227117,0.22845939531524095,0.235476215044887,0.30027860901867715,0.4888040449901971,0.5112991435352389,0.844391703642555,0.11949231245485502,0.9222990403467134,0.04261686100505624,0.14735099337748345,0.12133396404919583,0.06267738883632923,0.003902554399243141
Edgeworth - Cameron Park,0,0,16375,2502,2197,2066,2573,2292,1699,4699,4639,3991,3044,7925,8454,13954,1934,14164,1604,1508,2265,721,49,0.15279389312977099,0.13416793893129772,0.1261679389312977,0.1571297709923664,0.13996946564885496,0.1037557251908397,0.2869618320610687,0.2832977099236641,0.24372519083969466,0.18589312977099237,0.48396946564885496,0.5162748091603053,0.8521526717557252,0.11810687022900763,0.8649770992366412,0.09795419847328245,0.102105762069199,0.15336177127767622,0.048818471121944616,0.0033177601733360416
Morisset - Cooranbong,0,0,18129,2012,1957,1995,2007,1868,2125,3969,4002,3993,6163,8781,9354,14924,2460,16459,831,2113,1903,792,62,0.11098240388328093,0.10794859065585526,0.11004467979480391,0.11070660268078769,0.10303932925147553,0.11721551105962821,0.2189309945391362,0.2207512824755916,0.22025484031110376,0.33995256219317116,0.4843620718186331,0.5159688896243587,0.8232114292018313,0.13569419162667548,0.9078823983672569,0.04583815985437697,0.13660460305146108,0.1230281872252392,0.05120248254460822,0.004008275148694078
Toronto - Awaba,0,0,13961,1450,1504,1362,1409,1485,1834,2954,2771,3319,4914,6775,7189,11811,1549,12855,520,1791,1345,754,58,0.1038607549602464,0.10772867273117971,0.09755748155576248,0.10092400257861185,0.10636773870066614,0.13136594799799442,0.2115894276914261,0.19848148413437433,0.23773368669866055,0.3519805171549316,0.48528042403839267,0.5149344602822148,0.8459995702313587,0.11095193754029081,0.9207793138027361,0.037246615571950435,0.1519986421115166,0.11414750063651023,0.06399049478061614,0.004922345752355088
Wangi Wangi - Rathmines,0,0,9467,983,1041,832,959,1064,1288,2024,1791,2352,3298,4750,4718,8026,1011,8735,328,1423,1003,418,26,0.10383437202915391,0.10996091686912432,0.08788422942854125,0.10129925002640752,0.11239040878842295,0.1360515474807225,0.21379528889827823,0.18918347945494876,0.24844195626914545,0.348368015210732,0.5017428963768882,0.49836273370655965,0.8477870497517693,0.10679201436569134,0.9226787789162354,0.034646667370867225,0.17088987630599256,0.12045154317281134,0.05019815059445178,0.003122373003482647
West Wallsend - Barnsley - Killingworth,0,0,7254,913,939,978,951,894,915,1852,1929,1809,1655,3585,3664,6606,400,6845,153,798,941,345,25,0.12586159360352908,0.1294458229942101,0.1348221670802316,0.13110008271298593,0.12324234904880066,0.1261373035566584,0.2553074165977392,0.26592224979321755,0.24937965260545905,0.22814998621450233,0.49421009098428453,0.5051006341328922,0.9106699751861043,0.055141990625861594,0.9436173145850565,0.02109181141439206,0.12271259418729817,0.1447024450253729,0.05305243733661387,0.0038443795171459326
Adamstown - Kotara,0,0,16600,2116,2145,2210,2319,2323,1991,4261,4529,4314,3493,8184,8421,14097,2067,14768,1345,1676,2096,674,79,0.1274698795180723,0.1292168674698795,0.13313253012048193,0.1396987951807229,0.13993975903614458,0.11993975903614458,0.2566867469879518,0.2728313253012048,0.25987951807228915,0.21042168674698794,0.49301204819277106,0.507289156626506,0.8492168674698796,0.12451807228915662,0.8896385542168674,0.08102409638554217,0.11635656762010553,0.14551513468480978,0.046792557622882536,0.005484587614551514
Beresfield - Hexham,0,0,8561,1060,1006,1141,1131,912,1048,2066,2272,1960,2268,4191,4370,7424,715,7767,394,897,806,603,59,0.12381731106179185,0.11750963672468169,0.13327882256745707,0.1321107347272515,0.10652961102674921,0.12241560565354515,0.24132694778647354,0.2653895572947086,0.22894521668029436,0.2649223221586263,0.48954561383016004,0.51045438616984,0.8671884125686251,0.08351828057469922,0.9072538254876766,0.04602266090409999,0.12468723936613844,0.11203780928551571,0.08381984987489574,0.008201278843480679
Hamilton - Broadmeadow,0,0,12772,1173,1233,2156,1717,1621,1688,2406,3873,3309,3184,6271,6502,10026,1915,10584,1337,1276,1176,511,76,0.09184152834325086,0.0965393047290949,0.1688067647979956,0.13443470090823678,0.12691825869088633,0.13216410898841216,0.18838083307234577,0.3032414657062324,0.2590823676792985,0.24929533354212338,0.4909959285937989,0.5090823676792985,0.7849984340745381,0.14993736298152208,0.8286877544628876,0.10468211713122455,0.12941176470588237,0.11926977687626775,0.05182555780933063,0.007707910750507099
Lambton - New Lambton,0,0,17343,1996,2346,2060,2095,2443,2379,4342,4155,4822,4029,8500,8846,14594,2188,15275,1421,1616,2089,858,73,0.11508966153491322,0.13527071440927174,0.11877991120336735,0.12079801649080321,0.14086374906302254,0.1371734993945684,0.250360375944185,0.23957792769417055,0.278037248457591,0.2323127486594015,0.49011128409156435,0.5100616963616444,0.8414922447096811,0.1261604105402756,0.8807588075880759,0.08193507466989564,0.11014927407811329,0.14238974848340263,0.05848272101424579,0.004975802603776157
Maryland - Fletcher - Minmi,0,0,16429,2526,2511,2109,2566,2432,1879,5037,4675,4311,2412,8157,8276,13032,2970,13283,2670,1384,2451,704,52,0.153752510804066,0.1528394911437093,0.1283705642461501,0.1561872298983505,0.14803092093249742,0.11437092945401424,0.30659200194777525,0.28455779414450055,0.26240185038651165,0.14681356138535517,0.49650009130196604,0.5037433806074624,0.7932314809178891,0.1807778927506239,0.8085093432345243,0.16251749954349018,0.09180153886972672,0.1625762801804192,0.04669673653488989,0.00344919076678164
Mayfield - Warabrook,0,0,15526,1765,1316,2623,2725,1827,1783,3081,5348,3610,3483,7610,7912,12691,2209,13368,1431,1584,1402,770,103,0.11368027824294731,0.08476104598737602,0.16894241916784747,0.17551204431276568,0.11767357980162309,0.1148396238567564,0.19844132423032332,0.34445446348061315,0.2325132036583795,0.22433337627205976,0.4901455622826227,0.5095968053587531,0.8174030658250676,0.1422774700502383,0.8610073425222208,0.092167976297823,0.12771103765218092,0.11303716842699348,0.06208175441425461,0.008304442473595098
Merewether - The Junction,0,0,14506,1464,1865,2211,1707,1945,1926,3329,3918,3871,3381,7152,7353,12323,1775,13169,885,1582,1688,418,53,0.1009237556873018,0.1285674893147663,0.15241968840479803,0.11767544464359575,0.13408244864194127,0.1327726458017372,0.2294912450020681,0.2700951330483938,0.2668550944436785,0.23307596856473184,0.49303736384944163,0.5068936991589688,0.8495105473597132,0.12236316007169447,0.9078312422445884,0.06100923755687302,0.12991705674632503,0.13862199228052888,0.03432700993676603,0.004352467767101914
Newcastle - Cooks Hill,0,0,12805,768,923,2872,2099,1457,1647,1691,4971,3104,3050,6296,6506,10010,2187,10925,1232,1788,795,385,56,0.059976571651698556,0.07208121827411168,0.2242873877391644,0.1639203436157751,0.11378367825068332,0.12862163217493167,0.13205778992581024,0.38820773135493947,0.242405310425615,0.23818820773135493,0.4916829363529871,0.5080827801639984,0.7817258883248731,0.17079265911753222,0.8531823506442796,0.09621241702459976,0.19622475856014046,0.08724758560140473,0.04225197541703248,0.006145741878841089
Newcastle Port - Kooragang,0,0,31,0,4,0,0,4,3,4,0,7,13,13,17,21,4,24,0,3,0,0,0,0,0.12903225806451613,0,0,0.12903225806451613,0.0967741935483871,0.12903225806451613,0,0.22580645161290322,0.41935483870967744,0.41935483870967744,0.5483870967741935,0.6774193548387096,0.12903225806451613,0.7741935483870968,0,0.15789473684210525,0,0,0
Shortland - Jesmond,0,0,12593,1190,1756,3775,1811,1018,914,2946,5586,1932,2138,6412,6179,8384,2932,8658,2535,1025,813,530,95,0.09449694274596998,0.13944254744699436,0.29976971333280394,0.14381005320416104,0.080838561105376,0.07258000476455173,0.23393949019296434,0.44357976653696496,0.15341856586992775,0.16977686016040658,0.50917176209005,0.4906694195187803,0.6657666957833717,0.23282776145477646,0.6875248153736203,0.2013023108075915,0.10007810974419058,0.07937902753368482,0.0517477055262644,0.009275532122632298
Stockton - Fullerton Cove,0,0,8824,956,925,681,1059,959,1002,1881,1740,1961,3246,4346,4482,7385,951,7986,317,1204,896,338,27,0.10834088848594742,0.1048277425203989,0.07717588395285585,0.12001359927470535,0.10868087035358114,0.11355394378966455,0.21316863100634634,0.1971894832275612,0.2222348141432457,0.36786038077969174,0.492520398912058,0.5079329102447869,0.8369220308250227,0.1077742520398912,0.9050317316409792,0.035924750679963736,0.1647960580344922,0.12263892690938955,0.046263345195729534,0.0036955926635641938
Wallsend - Elermore Vale,0,0,20958,2290,2231,3085,2847,2359,2380,4521,5932,4739,5760,9987,10970,17038,3086,17647,2420,2185,2176,1069,108,0.10926615135031968,0.10645099723256037,0.14719916022521232,0.13584311480103065,0.11255845023380094,0.11356045424181696,0.21571714858288005,0.28304227502624296,0.22611890447561792,0.27483538505582594,0.4765244775264815,0.5234278079969463,0.8129592518370073,0.14724687470178452,0.8420173680694722,0.11546903330470465,0.12440926948698969,0.123896828560041,0.060866594545351024,0.006149291123384387
Waratah - North Lambton,0,0,12883,1295,1236,2542,2026,1405,1339,2531,4568,2744,3041,6256,6627,10320,1853,10650,1372,1259,1104,641,76,0.10052006520220445,0.09594038655592642,0.19731429014980983,0.15726150741286968,0.10905844911899402,0.10393541876892028,0.19646045175813087,0.3545757975626795,0.2129938678879143,0.23604750446324613,0.485601179849414,0.514398820150586,0.801055654738803,0.1438329581619188,0.8266708064891718,0.10649693394395715,0.12054768288012256,0.10570662581386442,0.06137495212562237,0.007276905400229797
Wickham - Carrington - Tighes Hill,0,0,9171,886,693,1936,1680,1129,1131,1579,3616,2260,1706,4515,4649,7649,1204,8204,591,1103,756,403,50,0.0966088758041653,0.07556427870461237,0.2111002071747901,0.18318613019299967,0.12310544106422419,0.12332351979064442,0.17217315450877768,0.3942863373677898,0.2464289608548686,0.18602115363646277,0.4923127248936866,0.5069239995638426,0.8340420891941991,0.1312833933049831,0.894558935775815,0.06444226365718024,0.15413638904415874,0.10564561207378424,0.0563163778647289,0.006987143655673561
Ballina,0,0,18629,1593,1705,1497,1826,1921,2280,3298,3323,4201,7804,8760,9863,14996,2307,16472,878,2485,1393,984,73,0.08551183638413226,0.091523968006871,0.08035858070749906,0.09801921734929411,0.10311879327929573,0.12238982232003864,0.17703580439100328,0.17837779805679319,0.22550861559933438,0.4189167427129744,0.47023458049278005,0.5294433410274304,0.8049814804874121,0.12383917547909173,0.8842127865156476,0.0471308175425412,0.17233009708737865,0.09660194174757282,0.06823855755894591,0.005062413314840499
Ballina Surrounds,0,0,18327,1949,2352,1572,1916,2251,2568,4301,3488,4819,5720,8963,9364,15185,2205,16680,759,2292,2047,803,62,0.10634582855895673,0.12833524308397445,0.08577508593877885,0.10454520652589076,0.12282424837671195,0.14012113275495172,0.2346810716429312,0.1903202924646696,0.26294538113166366,0.3121078190647678,0.48905985704152344,0.5109401429584766,0.828558956730507,0.12031429039122606,0.9101325912587985,0.04141430676051727,0.14487989886219974,0.12939317319848292,0.05075853350189633,0.0039190897597977245
Bangalow,0,0,6958,825,825,572,964,1016,1004,1650,1536,2020,1750,3386,3572,4804,1343,5707,430,735,772,252,14,0.11856855418223627,0.11856855418223627,0.08220753089968381,0.1385455590686979,0.14601897096866917,0.14429433745329118,0.23713710836447255,0.22075308996838172,0.29031330842196035,0.2515090543259557,0.48663409025582066,0.5133659097441794,0.6904282839896522,0.19301523426271916,0.8202069560218453,0.0617993676343777,0.1251063829787234,0.13140425531914893,0.042893617021276594,0.0023829787234042553
