sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,male,female,australia,overseas,english,non_english,couple_no_children,couple_with_children,one_parent,other_family,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_male,prop_female,prop_australia,prop_overseas,prop_english,prop_non_english,prop_couple_no_children,prop_couple_with_children,prop_one_parent,prop_other_family
Potts Point - Woolloomooloo,0,1,18187,567,444,3340,4896,2699,2219,1011,8236,4918,4012,9767,8424,9792,6764,13129,3267,2533,485,314,51,0.031176114807279925,0.024413042282949358,0.1836476604167812,0.2692032770660362,0.14840270522900972,0.1220102270852807,0.05558915709022928,0.4528509374828174,0.2704129323142904,0.22059712981800186,0.5370319458954198,0.4631879914224446,0.5384065541320724,0.37191400450871503,0.7218892615604553,0.17963380436575577,0.24041381928625663,0.046032649962034926,0.029802581624905088,0.004840546697038725
Surry Hills,0,1,15828,646,441,3852,4414,2328,1830,1087,8266,4158,2319,9214,6615,7715,6975,10568,4018,2287,583,240,95,0.04081374778872884,0.027862016679302503,0.24336618650492797,0.2788728834975992,0.1470811220621683,0.11561789234268385,0.06867576446803134,0.5222390700025271,0.26269901440485216,0.1465125094768764,0.5821329289866061,0.41793025018953756,0.4874273439474349,0.44067475360121305,0.6676775334849634,0.2538539297447561,0.2209875350275389,0.05633394530872548,0.023190646439269495,0.009179630882210842
Camperdown - Darlington,0,1,8332,433,968,2814,1608,1005,724,1401,4422,1729,784,4245,4086,5123,2812,6147,1723,853,439,152,35,0.051968314930388865,0.11617858857417186,0.33773403744599134,0.19299087854056649,0.12061929908785406,0.08689390302448392,0.16814690350456074,0.5307249159865578,0.20751320211233798,0.09409505520883342,0.5094815170427268,0.49039846375420065,0.6148583773403744,0.3374939990398464,0.7377580412866058,0.20679308689390302,0.12871585936321112,0.06624415270861626,0.022936472008450278,0.005281424475629999
Chippendale,0,1,7803,233,304,3812,1946,679,402,537,5758,1081,428,3955,3851,2340,4831,3045,4106,1033,194,94,98,0.029860310137126745,0.03895937459951301,0.48853005254389337,0.24939125977188262,0.08701781366141227,0.05151864667435602,0.06881968473663976,0.737921312315776,0.1385364603357683,0.05485069844931437,0.5068563373061643,0.4935281302063309,0.29988465974625145,0.619120850954761,0.3902345251826221,0.5262078687684224,0.20763819095477387,0.03899497487437186,0.018894472361809043,0.01969849246231156
Newtown (NSW),0,1,14667,940,946,3649,3473,2128,1746,1886,7122,3874,1793,7471,7197,9471,4525,11464,2478,1841,995,343,72,0.0640894525124429,0.06449853412422445,0.2487898002318129,0.23679007295288743,0.14508761164518988,0.11904274902843118,0.12858798663666735,0.48557987318470036,0.26413036067362106,0.12224722165405331,0.5093747869366605,0.4906933933319697,0.6457353241971774,0.30851571555191926,0.7816185995772823,0.16895070566578033,0.17049453602518985,0.09214669383219115,0.03176514169290609,0.0066679014632339325
Pyrmont,0,1,12658,987,600,2158,3342,1911,1372,1587,5500,3283,2283,6391,6267,5147,6579,6657,5035,1876,894,394,79,0.0779744035392637,0.04740085321535788,0.17048506873123717,0.26402275240954337,0.15097171749091484,0.10838995101911834,0.12537525675462158,0.4345078211407805,0.25936166851003317,0.18036024648443671,0.504898088165587,0.49510191183441304,0.406620319165745,0.5197503555063991,0.5259124664243956,0.39777215989887815,0.1951727007906783,0.09300873907615481,0.04099042863087807,0.008218893050353724
Redfern,0,1,13670,846,612,3022,3188,1860,1652,1458,6210,3512,2489,7398,6272,7131,5482,8864,3678,1683,713,332,85,0.06188734455010973,0.044769568397951716,0.2210680321872714,0.2332114118507681,0.13606437454279444,0.12084857351865398,0.10665691294806146,0.4542794440380395,0.25691294806144843,0.1820775420629115,0.5411850768105341,0.458814923189466,0.5216532553035845,0.4010241404535479,0.6484272128749086,0.26905632772494514,0.17560517529215358,0.0743948247078464,0.034641068447412354,0.008868948247078463
Rosebery - Beaconsfield,0,1,12290,1148,616,3239,3524,1459,988,1764,6763,2447,1322,6206,6086,5401,6194,6422,5166,1808,1116,319,87,0.09340927583401139,0.05012205044751831,0.2635475996745321,0.2867371847030106,0.11871440195280716,0.08039056143205858,0.1435313262815297,0.5502847843775427,0.19910496338486575,0.10756712774613507,0.5049633848657445,0.4951993490642799,0.43946297803091944,0.503986981285598,0.5225386493083808,0.42034174125305124,0.1840016283329941,0.11357622633828618,0.032464889069814776,0.00885406065540403
Sydney (North) - Millers Point,0,1,8004,337,259,1799,1942,1121,949,596,3741,2070,1588,4247,3762,3062,4343,4381,2979,1360,356,126,47,0.042103948025987006,0.03235882058970515,0.22476261869065467,0.2426286856571714,0.14005497251374313,0.11856571714142929,0.07446276861569215,0.4673913043478261,0.25862068965517243,0.1984007996001999,0.5306096951524237,0.4700149925037481,0.38255872063968016,0.5426036981509246,0.5473513243378311,0.3721889055472264,0.2525533890436397,0.06610956360259981,0.0233983286908078,0.00872794800371402
Sydney (South) - Haymarket,0,1,19935,784,652,7261,6480,2265,1155,1436,13741,3420,1340,9978,9962,3170,15295,4371,13822,2656,702,345,248,0.03932781540005016,0.032706295460245796,0.36423375971908706,0.32505643340857787,0.11361926260346125,0.057938299473288185,0.07203411086029596,0.6892901931276649,0.17155756207674944,0.0672184599949837,0.5005267118133935,0.4997241033358415,0.15901680461499876,0.7672435415099071,0.21926260346124907,0.6933533985452721,0.18317241379310345,0.048413793103448274,0.02379310344827586,0.01710344827586207
Ultimo,0,1,7410,387,361,2733,1964,833,496,748,4697,1329,641,3763,3644,1981,4894,2560,4290,808,313,149,81,0.05222672064777328,0.04871794871794872,0.36882591093117406,0.2650472334682861,0.11241565452091767,0.0669365721997301,0.100944669365722,0.6338731443994602,0.17935222672064777,0.08650472334682861,0.5078272604588394,0.49176788124156545,0.26734143049932524,0.6604588394062079,0.34547908232118757,0.5789473684210527,0.1491325212255445,0.057770394979697305,0.027500922849760058,0.014950166112956811
Waterloo,0,1,16379,1007,559,4448,4843,1868,1359,1566,9291,3227,2303,8846,7534,6090,8827,8486,6450,2466,756,443,109,0.061481164906282436,0.034129067708651324,0.2715672507479089,0.29568349716099884,0.11404847670797973,0.08297209841870688,0.09561023261493376,0.5672507479089077,0.1970205751266866,0.14060687465657243,0.5400818120764393,0.4599792417119482,0.37181757128029796,0.5389217900970755,0.5181024482569143,0.39379693509982294,0.2225029324190201,0.06821257782188939,0.0399711269511865,0.009834882252097808
Zetland,0,1,12622,864,427,4764,3994,1218,652,1291,8758,1870,699,6488,6138,4075,7927,5701,6264,2167,694,261,125,0.0684519093646015,0.033829820947551895,0.37743622246870545,0.31643162731738234,0.09649817778482016,0.0516558390112502,0.10228173031215339,0.6938678497860877,0.14815401679607035,0.0553794961178894,0.5140231342101094,0.48629377277768976,0.32284899382031373,0.6280304230708287,0.45167168436064015,0.4962763428933608,0.23526218651612202,0.07534469655846271,0.028335685593312343,0.013570730648138097
Bondi - Tamarama - Bronte,0,1,19055,1978,1658,3236,4344,2575,2098,3636,7580,4673,3177,9267,9784,10548,7423,14226,3639,2156,1898,476,69,0.10380477564943584,0.08701128312778798,0.169824193125164,0.22797166098136973,0.13513513513513514,0.11010233534505379,0.19081605877722382,0.39779585410653373,0.24523747048018893,0.16672789294148518,0.48632904749409606,0.5134610338493834,0.5535554972448177,0.38955654683810026,0.7465757019155077,0.19097349776961428,0.14168364329368469,0.12472892160084116,0.031280804363540776,0.00453440231320234
Bondi Beach - North Bondi,0,1,20705,2095,1779,3536,5626,3015,2003,3874,9162,5018,2652,10183,10523,10969,8489,15429,4002,2270,1972,527,74,0.10118328906061339,0.08592127505433471,0.17078000482975128,0.2717218063269742,0.14561700072446268,0.09673991789422845,0.18710456411494808,0.44250181115672543,0.24235691861869113,0.12808500362231345,0.49181357160106254,0.5082347259116156,0.5297754165660469,0.40999758512436607,0.7451823231103598,0.1932866457377445,0.1402619871478003,0.12184873949579832,0.032563025210084036,0.004572417202174987
Bondi Junction - Waverly,0,1,17720,1805,1566,2835,3574,2506,1881,3371,6409,4387,3550,8465,9259,8891,7696,12349,4155,1986,1742,523,74,0.10186230248306997,0.08837471783295711,0.15998871331828443,0.20169300225733636,0.14142212189616252,0.10615124153498871,0.1902370203160271,0.3616817155756208,0.24757336343115124,0.20033860045146726,0.4777088036117382,0.5225169300225734,0.5017494356659142,0.4343115124153499,0.6968961625282167,0.23448081264108353,0.14056196475334418,0.12329251893269162,0.03701606624672659,0.005237454880033973
Centennial Park,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dover Heights,0,1,11122,1347,1481,1168,1584,1803,1401,2828,2752,3204,2338,5364,5767,5924,4667,8162,2494,1077,1494,393,35,0.121111310915303,0.13315950368638735,0.10501708325840677,0.14242042798057902,0.1621111310915303,0.12596655277827729,0.2542708146016903,0.2474375112389858,0.2880776838698076,0.21021399028951626,0.482287358388779,0.5185218485883833,0.5326380147455494,0.41961877360187017,0.7338608163999281,0.22424024456033087,0.1118380062305296,0.15514018691588785,0.040809968847352024,0.0036344755970924196
Paddington - Moore Park,0,1,14793,1313,1132,2679,2825,2097,1865,2445,5504,3962,2879,7094,7705,9595,4600,12166,1913,1737,1282,412,57,0.08875819644426418,0.07652267964577841,0.18109916852565403,0.1909687014128304,0.1417562360575948,0.12607314270262962,0.16528087609004258,0.3720678699384844,0.26782937876022445,0.1946190765902792,0.47955113905225444,0.5208544581896843,0.648617589400392,0.3109578854863787,0.8224160075711485,0.12931792063813966,0.1539211342490031,0.11360212671688082,0.03650863978732831,0.005050952591936199
Rose Bay - Vaucluse - Watsons Bay,0,1,11924,1161,1772,1219,1149,1561,1772,2933,2368,3333,3280,5677,6254,7058,4217,9215,2040,1205,1558,360,29,0.09736665548473666,0.1486078497148608,0.10223079503522307,0.09636028178463603,0.13091244548809125,0.1486078497148608,0.24597450519959746,0.1985910768198591,0.279520295202952,0.27507547802750754,0.4760986246226099,0.5244884267024489,0.5919154646091915,0.3536564911103656,0.7728111372022811,0.17108352901710835,0.11550996932515338,0.14934815950920247,0.03450920245398773,0.0027799079754601227
Woollahra,0,1,7454,784,673,924,1133,922,892,1457,2057,1814,2126,3350,4106,4721,2457,5941,1088,874,724,255,41,0.10517842768983096,0.09028709417762275,0.12396028977730078,0.15199892675073787,0.1236919774617655,0.11966729272873625,0.19546552186745372,0.2759592165280386,0.24335927019050174,0.2852159914140059,0.44942312852159916,0.5508451837939361,0.6333512208210357,0.32962167963509525,0.7970217332975583,0.145961899651194,0.14556962025316456,0.12058627581612258,0.04247168554297135,0.006828780812791473
Bellevue Hill,0,1,14429,1419,1731,1860,2153,1810,1819,3150,4013,3629,3641,6826,7605,8697,5099,11312,2426,1685,1594,453,57,0.098343613556033,0.11996673366137639,0.1289070621664703,0.149213389701296,0.12544181855984476,0.12606556240903735,0.21831034721740938,0.2781204518677663,0.2515073809688821,0.2523390394344722,0.4730750571765195,0.5270635525677455,0.6027444729364474,0.35338554300367314,0.7839767135629635,0.1681336197934715,0.13932528526542087,0.13180089300479578,0.03745659004465024,0.004713080866545394
Double Bay - Darling Point,0,1,9958,790,622,1409,1800,1189,1054,1412,3209,2243,3101,4494,5463,5915,3511,7884,1524,1460,741,306,51,0.07933319943763809,0.062462341835709985,0.14149427595902792,0.18075918859208676,0.11940148624221732,0.10584454709781081,0.14179554127334806,0.3222534645511147,0.22524603334002813,0.3114079132355895,0.45129544085157663,0.5486041373769833,0.5939947780678851,0.3525808395260092,0.79172524603334,0.15304277967463345,0.19531772575250836,0.09913043478260869,0.04093645484949833,0.006822742474916388
Kensington (NSW),0,1,11809,986,1188,3141,2030,1387,1125,2174,5171,2512,1963,5913,5904,5830,5298,6546,4550,1202,1002,341,78,0.083495638919468207,0.10060123634516047,0.2659835718519773,0.17190278601066983,0.1174527902447286,0.09526632229655348,0.18409687526462867,0.4378863578626471,0.21271911254128206,0.16622914726056398,0.5007197899906851,0.4999576594123126,0.4936912524345838,0.4486408671352358,0.5543229740028791,0.38529934795494963,0.12453377538334023,0.10381268130957315,0.0353294653957729,0.008081226688769167
Kingsford,0,1,13605,1214,1344,3261,2180,1695,1447,2558,5441,3142,2457,6935,6670,6328,6677,6959,6011,1136,1462,437,106,0.08923190003675119,0.09878721058434399,0.23969128996692393,0.16023520764424845,0.12458654906284454,0.10635795663359059,0.1880191106210952,0.3999264976111724,0.23094450569643513,0.18059536934950385,0.5097390665196619,0.4902609334803381,0.4651231165012863,0.4907754502021316,0.5115031238515252,0.4418228592429254,0.10253632999368174,0.13196136835454464,0.039443993140175104,0.009567650509973824
Maroubra - North,0,1,9790,977,1128,1165,1377,1398,1221,2105,2542,2619,2530,4743,5048,5645,3790,6074,3103,1010,1232,333,41,0.09979570990806946,0.11521961184882533,0.11899897854954035,0.14065372829417774,0.14279877425944842,0.12471910112359551,0.21501532175689478,0.2596527068437181,0.26751787538304395,0.25842696629213485,0.48447395301327884,0.5156281920326864,0.576608784473953,0.3871297242083759,0.6204290091930541,0.3169560776302349,0.11930073234112923,0.14552326954878336,0.03933380581148122,0.004842901015828018
Maroubra - South,0,1,11084,1261,1091,1263,1897,1645,1407,2352,3160,3052,2519,5302,5783,6077,4281,7003,3326,1100,1187,534,63,0.11376759292674125,0.09843016961385781,0.11394803320101046,0.1711476001443522,0.14841212558643088,0.12693973294839409,0.21219776254059905,0.2850956333453627,0.27535185853482497,0.22726452544207867,0.478347167087694,0.5217430530494407,0.5482677733670155,0.38623240707325873,0.6318116203536629,0.3000721761097077,0.12429378531073447,0.13412429378531074,0.06033898305084746,0.00711864406779661
Maroubra - West,0,1,9846,1008,957,1588,1728,1394,1128,1965,3316,2522,2038,4798,5048,4711,4792,5324,4154,994,1214,379,62,0.10237659963436929,0.09719683120048751,0.16128377005890718,0.17550274223034734,0.14158033719276863,0.1145642900670323,0.1995734308348568,0.33678651228925455,0.2561446272598009,0.20698760918139347,0.4873044891326427,0.5126955108673573,0.478468413568962,0.48669510461100957,0.5407271988624822,0.4218972171440179,0.1194424417207402,0.14587839461667867,0.045541937034366736,0.007450132179764479
Randwick - North,0,1,16206,1850,1316,2352,3437,2359,1755,3166,5789,4114,3134,7598,8610,9403,6156,12140,3103,1760,1722,549,78,0.1141552511415525,0.08120449216339627,0.1451314328026657,0.2120819449586573,0.14556337159076885,0.1082932247315809,0.1953597433049488,0.35721337776132295,0.25385659632234975,0.19338516598790573,0.46883870171541403,0.5312847093669012,0.5802172035048747,0.3798593113661607,0.7491052696532149,0.19147229421202025,0.13415656681149477,0.13126000457351933,0.041847701806540134,0.0059455751200548825
Randwick - South,0,1,12735,1104,1270,2551,2491,1624,1403,2374,5042,3027,2306,6028,6705,6638,5399,9118,2900,1417,1236,383,77,0.0866902237926973,0.09972516686297606,0.20031409501374164,0.1956026698076168,0.12752257557911267,0.11016882606988614,0.18641539065567334,0.39591676482135846,0.23769140164899882,0.18107577542206518,0.4733411857086769,0.5265017667844523,0.5212406753042795,0.42394974479780134,0.7159795838241068,0.2277188849627012,0.1372131306284497,0.11968625932022853,0.03708724702236855,0.007456182821729447
Coogee - Clovelly,0,1,19521,2005,1673,3349,4434,2807,2216,3678,7783,5023,3030,9200,10314,11623,7034,15738,2869,2437,1983,529,89,0.10270990215665181,0.08570257671225859,0.17155883407612316,0.22714000307361304,0.14379386301931255,0.11351877465293786,0.1884124788689104,0.3986988371497362,0.2573126376722504,0.15521745812202245,0.4712873315916193,0.5283540802213001,0.5954100712053686,0.36032990113211416,0.8062086983248808,0.1469699298191691,0.15413319840617293,0.12541901208019732,0.0334577193093416,0.005628992473594333
Malabar - La Perouse,0,1,10610,1077,1042,1044,1383,1625,1486,2119,2427,3111,2949,5698,4908,6775,3259,6871,2133,971,1211,346,36,0.10150801131008483,0.09820923656927427,0.09839773798303487,0.13034872761545713,0.1531573986804901,0.14005655042412818,0.1997172478793591,0.228746465598492,0.2932139491046183,0.2779453345900094,0.5370405278039585,0.46258246936852027,0.6385485391140433,0.3071630537229029,0.6475966069745523,0.2010367577756833,0.10513209181463837,0.13111736682546557,0.037462104807275874,0.0038977912516240795
Matraville - Chifley,0,1,13412,1620,1770,1384,1551,1955,1932,3390,2935,3887,3205,6495,6919,8272,4384,8981,3671,983,1887,655,56,0.1207873546078139,0.13197136892335223,0.10319117208470027,0.11564270802266627,0.14576498657918283,0.1440501043841336,0.25275872353116613,0.21883388010736654,0.2898150909633164,0.2389651058753355,0.4842678198628094,0.5158813003280645,0.6167611094542201,0.3268714583954667,0.6696242171189979,0.27371011034894127,0.0833192066451941,0.15994236311239193,0.05551788438718427,0.004746567214782166
South Coogee,0,1,5611,699,771,579,606,767,860,1470,1185,1627,1329,2651,2960,3455,1773,3999,1251,390,732,237,14,0.12457672429157013,0.1374086615576546,0.10319016218142933,0.10800213865621101,0.13669577615398323,0.15327036178934236,0.26198538584922476,0.21119230083764035,0.2899661379433256,0.2368561753698093,0.47246480128319374,0.5275351987168063,0.6157547674211371,0.31598645517733026,0.712707182320442,0.2229549099982178,0.08313792368364954,0.15604348752931144,0.05052227670006395,0.002984438286079727
Bass Hill - Georges Hall,0,1,23855,3663,3626,2996,2922,2909,2637,7289,5918,5546,5106,11858,11995,13808,8043,8723,12840,1323,2987,1244,105,0.1535527143156571,0.15200167679731713,0.1255921190526095,0.12249004401592957,0.12194508488786418,0.11054286313141899,0.3055543911129742,0.24808216306853909,0.23248794801928316,0.21404317753091595,0.49708656466149653,0.5028295954726473,0.5788304338713058,0.33716202054076716,0.3656675749318801,0.5382519387968979,0.06125283577943423,0.13829343951108847,0.057595259039770356,0.004861336172970971
Chullora,0,1,1469,255,175,244,321,182,140,430,565,322,150,724,747,664,703,405,956,106,214,49,5,0.17358747447243023,0.1191286589516678,0.16609938733832538,0.21851599727705923,0.12389380530973451,0.09530292716133425,0.292716133424098,0.38461538461538464,0.21919673247106874,0.10211027910142954,0.4928522804628999,0.5085091899251192,0.45200816882232814,0.4785568413886998,0.2756977535738598,0.6507828454731109,0.0787518573551263,0.1589895988112927,0.036404160475482915,0.003714710252600297
Condell Park,0,1,12773,1989,1972,1749,1672,1595,1397,3961,3421,2992,2400,6404,6369,6740,5098,3721,8023,718,1689,622,44,0.1557190949659438,0.15438816253033744,0.13692946058091288,0.13090111954904876,0.12487277851718469,0.10937133014953418,0.3101072574962812,0.26783058012996164,0.23424410866671885,0.18789634385030923,0.5013700775072418,0.49862992249275817,0.5276755656462851,0.3991231503953652,0.2913176231112503,0.6281218194629297,0.061132396764580675,0.1438058748403576,0.052958705832269054,0.0037462750106428268
Padstow,0,1,17200,1954,1968,2129,2345,2135,2344,3922,4474,4479,4332,8447,8751,10321,6146,9312,7064,1505,2318,759,84,0.1136046511627907,0.1144186046511628,0.12377906976744187,0.13633720930232557,0.12412790697674418,0.13627906976744186,0.2280232558139535,0.2601162790697674,0.26040697674418606,0.2518604651162791,0.4911046511627907,0.5087790697674418,0.6000581395348837,0.3573255813953488,0.5413953488372093,0.41069767441860466,0.09840460311233164,0.15156270432849483,0.049627304825421735,0.005492349941153394
Revesby,0,1,17664,2241,2191,2237,2556,2304,2122,4432,4793,4426,4007,8603,9061,10133,6737,8441,8294,1320,2397,882,74,0.12686820652173914,0.12403759057971014,0.1266417572463768,0.14470108695652173,0.13043478260869565,0.12013134057971014,0.2509057971014493,0.27134284420289856,0.2505661231884058,0.2268455615942029,0.48703577898550726,0.5129642210144928,0.5736526268115942,0.38139719202898553,0.4778645833333333,0.4695425724637681,0.08318628686664986,0.151058734560121,0.055583564406352405,0.004663473657675826
Yagoona - Birrong,0,1,22484,3298,3070,3193,3138,2664,2575,6368,6331,5239,4548,11207,11274,11055,9938,6310,14451,1347,2870,1131,105,0.14668208503824942,0.1365415406511297,0.14201209749154955,0.13956591353851627,0.11848425547055684,0.11452588507383028,0.2832236256893791,0.2815780110300658,0.23301014054438712,0.20227717487991462,0.49844333748443337,0.5014232342999466,0.4916829745596869,0.4420032022771749,0.2806440135207259,0.6427237146415229,0.06667326634658219,0.14205811018165618,0.05598178488343315,0.005197247933475226
Bankstown - North,0,1,16981,2660,1863,2673,3048,2078,1832,4523,5721,3910,2822,8333,8650,6214,9577,3227,12342,1102,2157,903,100,0.15664566279959954,0.10971085330663682,0.1574112243095224,0.1794947294034509,0.1223720628938225,0.1078852835522054,0.2663565161062364,0.3369059537129733,0.2302573464460279,0.16618573700017666,0.49072492786055005,0.5093928508332842,0.36593840174312464,0.5639832754254755,0.19003592250161946,0.726812319651375,0.07432386861806164,0.14547784447292103,0.06090240776960949,0.006744452687664396
Bankstown - South,0,1,18434,2511,2117,3288,2921,2172,1993,4628,6209,4165,3416,9212,9217,6625,10378,3173,13526,1173,2150,978,122,0.13621568840186613,0.11484213952479115,0.17836606271020938,0.15845719865465988,0.11782575675382445,0.10811543886297059,0.25105782792665726,0.3368232613648693,0.22594119561679504,0.18530975371595965,0.4997287620700879,0.5,0.35939025713355754,0.562981447325594,0.17212759032223066,0.7337528479982641,0.0727261454522909,0.1333002666005332,0.06063612127224254,0.007564015128030256
Greenacre - North,0,1,14637,2102,2373,2005,1748,1766,1690,4475,3753,3456,2953,7310,7329,7680,5891,4205,9286,698,1933,685,48,0.1436086629773861,0.16212338593974174,0.1369816219170595,0.11942337910774066,0.12065313930450229,0.11546081847373095,0.30573204891712785,0.2564050010248002,0.23611395777823324,0.20174899227983875,0.4994192799070848,0.5007173601147776,0.5246976839516294,0.4024731843957095,0.28728564596570333,0.6344196215071395,0.05276286945347343,0.1461183762945045,0.05178017990777837,0.003628392168720236
Greenacre - South,0,1,13416,2131,2265,1824,1673,1615,1476,4396,3497,3091,2424,6639,6781,7090,5385,3225,9133,646,1874,585,41,0.158840190816935,0.16882826475849733,0.13595706618962433,0.12470184853905784,0.12037865235539655,0.11001788908765653,0.32766845557543234,0.2606589147286822,0.23039654144305308,0.1806797853309481,0.49485688729874777,0.5054412641621944,0.5284734645199761,0.401386404293381,0.2403846153846154,0.6807543231961837,0.05195431880328132,0.15071577931478206,0.04704841563455043,0.003297410326524047
Panania (North) - Milperra,0,1,11340,1536,1477,1336,1521,1577,1445,3013,2857,3022,2451,5638,5696,7907,3085,7264,3625,941,1645,487,56,0.13544973544973546,0.13024691358024693,0.11781305114638448,0.13412698412698412,0.1390652557319224,0.12742504409171077,0.26569664902998236,0.2519400352733686,0.26649029982363315,0.21613756613756613,0.49717813051146387,0.5022927689594356,0.6972663139329806,0.27204585537918874,0.6405643738977073,0.31966490299823636,0.09153696498054474,0.16001945525291827,0.04737354085603113,0.005447470817120622
Panania (South) - Picnic Point,0,1,15994,2039,2192,1737,2078,2273,2099,4231,3815,4372,3579,7736,8255,11234,4261,10354,5087,1360,2348,637,60,0.12748530699012128,0.13705139427285232,0.10860322620982868,0.12992372139552333,0.14211579342253344,0.13123671376766288,0.26453670126297363,0.238526947605352,0.2733525071901963,0.22377141428035513,0.48368138051769416,0.5161310491434288,0.7023883956483682,0.26641240465174443,0.6473677629110917,0.3180567712892335,0.09384487993375655,0.16202042506210323,0.04395528567485509,0.004140215291195142
Belmore - Belfield,0,1,20332,2293,2337,2811,2893,2692,2713,4630,5704,5405,4599,10158,10168,9827,9160,6781,11896,1528,2448,1056,129,0.11277788707456227,0.11494196340743655,0.138254967538855,0.14228801888648435,0.13240212472949045,0.13343497934290774,0.22771985048199883,0.28054298642533937,0.2658371040723982,0.22619516033838286,0.49960653157584106,0.5000983671060397,0.483326775526264,0.45052134566201063,0.33351367302773954,0.5850875467243754,0.08693178585651704,0.13927291346646187,0.06007851169141492,0.007339136371394436
Punchbowl,0,1,21544,3017,3026,3515,2997,2589,2492,6043,6512,5081,3900,11112,10438,9788,10193,4951,14860,1182,2780,986,119,0.14003898997400668,0.14045673969550687,0.16315447456368362,0.13911065725956182,0.12017266988488674,0.11567025621982918,0.2804957296695135,0.30226513182324544,0.23584292610471594,0.18102487931674713,0.5157816561455626,0.4844968436687709,0.454326030449313,0.4731247679168214,0.22980876346082435,0.6897512068325288,0.06118962571827924,0.14391468654552986,0.0510431226380908,0.006160376870114407
Roselands,0,1,14577,1901,1942,1855,1864,1970,1908,3843,3719,3878,3145,7232,7342,8191,5724,5320,8470,1015,2033,686,78,0.1304109213143994,0.13322357137957055,0.12725526514371957,0.12787267613363518,0.13514440557041915,0.13089112986211154,0.26363449269396994,0.2551279412773547,0.2660355354325307,0.2157508403649585,0.49612403100775193,0.5036701653289428,0.5619126020443164,0.39267338958633463,0.36495849626123344,0.5810523427317006,0.07757566493427087,0.1553806175481504,0.05243044940385203,0.005961479669825741
Lakemba,0,1,17092,3103,1922,2718,3221,2175,1501,5025,5939,3676,2449,9350,7736,5471,10242,2829,12375,819,2251,532,107,0.18154692253685936,0.11245026913175754,0.15902176456821904,0.18845073718698807,0.12725251579686403,0.08781886262578985,0.2939971916686169,0.3474725017552071,0.21507137842265386,0.14328340744207815,0.5470395506669787,0.4526094079101334,0.32009127076995086,0.5992277088696466,0.1655160308916452,0.7240229347062953,0.05450552375881805,0.1498070011979236,0.03540529748436044,0.007120990283508585
Wiley Park,0,1,10135,1757,1143,1739,1917,1222,965,2900,3656,2187,1382,5383,4748,3446,5868,1825,7259,510,1359,391,67,0.17335964479526395,0.11277750370004934,0.1715836211149482,0.18914652195362605,0.12057227429699062,0.09521460286137148,0.2861371484953133,0.36073014306857426,0.21578687715836212,0.13635915145535274,0.5311297483966453,0.4684755796743957,0.340009866798224,0.5789837197829304,0.18006906758756783,0.7162308830784411,0.05753610108303249,0.15331678700361012,0.04411101083032491,0.007558664259927798
Campsie - North,0,1,11905,960,978,2199,2067,1655,1636,1938,4266,3291,2410,6211,5694,3310,7976,2219,8901,1060,1219,526,106,0.08063838723225536,0.08215035699286015,0.18471230575388492,0.17362452750944982,0.1390172196556069,0.1374212515749685,0.1627887442251155,0.3583368332633347,0.2764384712305754,0.20243595128097439,0.5217135657286854,0.47828643427131456,0.2780344393112138,0.6699706005879882,0.18639227215455692,0.7476690466190676,0.10532591414944356,0.1211248012718601,0.05226550079491256,0.010532591414944356
Campsie - South,0,1,9059,817,628,1784,1781,1187,1194,1445,3565,2381,1674,4731,4334,2188,5975,1527,6447,841,810,429,109,0.09018655480737388,0.06932332487029473,0.19693122861242962,0.196600066232476,0.1310299150016558,0.13180262722154762,0.1595098796776686,0.3935312948449056,0.26283254222320346,0.1847886080141296,0.522243073186886,0.4784192515730213,0.24152776244618612,0.6595650734076609,0.16856165139640136,0.7116679545203665,0.11361794109700081,0.10942988381518509,0.057957308835449875,0.014725749797352068
Canterbury - South,0,1,12220,1431,1022,2006,2538,1576,1414,2453,4544,2990,2223,6000,6220,5410,6015,4065,7110,1189,1441,536,74,0.11710310965630115,0.08363338788870704,0.1641571194762684,0.2076923076923077,0.12896890343698855,0.11571194762684124,0.2007364975450082,0.3718494271685761,0.24468085106382978,0.1819148936170213,0.4909983633387889,0.5090016366612111,0.44271685761047463,0.49222585924713586,0.33265139116202946,0.5818330605564648,0.11520201530859413,0.13961825404515066,0.05193295223331072,0.007169847882957078
Earlwood,0,1,17969,1833,2258,1849,2061,2592,2600,4091,3910,5192,4772,8873,9091,11123,6217,8954,8245,1577,2566,761,69,0.10200901552674049,0.1256608603706383,0.10289943792086371,0.11469753464299627,0.14424842784796038,0.14469363904502197,0.22766987589737883,0.21759697256385999,0.28894206689298235,0.26556847904724806,0.49379486894095387,0.5059268740608827,0.6190105181145306,0.34598475151650065,0.49830263231120264,0.4588457899716178,0.09753834735279565,0.1587085601187531,0.04706828302820386,0.0042676892627412175
