sa2_name_2021,in_wslhd,in_metro,pop_size,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Belmont South - Blacksmiths,0,0,5680,805,570,242,33,352,346,71,167,661,65,0.14172535211267606,0.10035211267605634,0.0426056338028169,0.0058098591549295775,0.061971830985915494,0.06091549295774648,0.0125,0.029401408450704224,0.11637323943661972,0.011443661971830986
Charlestown - Dudley,0,0,25254,2385,2382,779,190,1170,1157,274,495,2824,233,0.09444048467569494,0.09432169161320979,0.030846598558644175,0.007523560624059555,0.04632929436920884,0.04581452443177318,0.01084976637364378,0.019600855310049892,0.11182386948602202,0.009226261186346717
Glendale - Cardiff - Hillsborough,0,0,24588,2553,2522,764,302,1345,1093,274,484,3223,256,0.10383113714006832,0.10257035952497152,0.031072067675288757,0.012282414185781682,0.054701480396941594,0.0444525784935741,0.011143647307629737,0.019684398893769318,0.13108020172441842,0.010411582885960632
Mount Hutton - Windale,0,0,9504,1287,1252,365,165,695,573,160,330,1495,162,0.13541666666666666,0.13173400673400673,0.03840488215488216,0.017361111111111112,0.07312710437710437,0.06029040404040404,0.016835016835016835,0.034722222222222224,0.15730218855218855,0.017045454545454544
Redhead,0,0,3785,457,319,189,110,202,292,73,118,409,66,0.12073976221928666,0.08428005284015852,0.049933949801849405,0.02906208718626156,0.053368560105680314,0.07714663143989432,0.01928665785997358,0.03117569352708058,0.10805812417437252,0.017437252311756937
Swansea - Caves Beach,0,0,12559,1843,1210,590,118,733,786,184,411,1292,165,0.14674735249621784,0.09634525041802691,0.04697826260052552,0.009395652520105104,0.05836451946811052,0.0625846006847679,0.014650847997452027,0.03272553547256947,0.10287443267776097,0.013137988693367306
Valentine - Eleebana,0,0,12568,1338,1150,521,108,496,585,137,192,1090,128,0.10646085295989816,0.091502227880331,0.04145448758752387,0.00859325270528326,0.03946530872056015,0.04654678548695099,0.010900700190961172,0.015276893698281349,0.08672819859961808,0.010184595798854232
Warners Bay - Boolaroo,0,0,14694,1773,1465,562,79,781,776,168,333,1711,151,0.12066149448754594,0.09970055805090514,0.038246903498026404,0.005376344086021506,0.05315094596433918,0.05281067102218592,0.011433238056349531,0.022662311147407105,0.11644208520484552,0.010276303253028448
Bolton Point - Teralba,0,0,10135,1293,1102,358,134,624,571,148,306,1368,140,0.12757770103601382,0.10873211642821905,0.03532313764183522,0.013221509620128268,0.06156882091761223,0.05633941785890478,0.014602861371484954,0.030192402565367538,0.13497779970399607,0.013813517513566848
Bonnells Bay - Silverwater,0,0,9691,1203,1047,404,67,585,570,146,264,1174,120,0.12413579609947374,0.10803838613146217,0.04168816427613249,0.0069136312042100915,0.06036528738004334,0.05881745949850377,0.015065524713651843,0.02724177071509648,0.12114332886183056,0.012382623052316582
Edgeworth - Cameron Park,0,0,16375,1517,1741,434,170,890,686,184,316,2042,164,0.0926412213740458,0.1063206106870229,0.02650381679389313,0.010381679389312977,0.05435114503816794,0.04189312977099237,0.011236641221374046,0.01929770992366412,0.12470229007633588,0.01001526717557252
Morisset - Cooranbong,0,0,18129,2502,1803,811,413,1196,1207,307,552,2310,341,0.13801092172761872,0.09945391361906337,0.044734955044403994,0.022781179325941862,0.06597164763638369,0.06657841028186882,0.01693419383308511,0.030448452755254013,0.12742015555187822,0.018809642010039165
Toronto - Awaba,0,0,13961,1943,1496,584,192,902,978,227,422,1798,242,0.13917341164673017,0.10715564787622663,0.0418308144115751,0.013752596518874007,0.06460855239596018,0.07005228851801447,0.016259580259293745,0.030227061098775158,0.12878733615070553,0.017334001862330778
Wangi Wangi - Rathmines,0,0,9467,1296,927,411,56,529,570,110,257,1006,127,0.13689658814830463,0.09791908735607902,0.043413964297031794,0.005915284673074892,0.05587831414386817,0.06020914756522658,0.011619309179254252,0.027146931446075842,0.10626386394845252,0.013415020597866272
West Wallsend - Barnsley - Killingworth,0,0,7254,808,813,211,32,401,315,79,153,939,81,0.11138682106424042,0.11207609594706369,0.02908740005514199,0.0044113592500689275,0.05527984560242625,0.043424317617866005,0.010890543148607665,0.02109181141439206,0.1294458229942101,0.011166253101736972
Adamstown - Kotara,0,0,16600,1400,1454,482,98,636,637,162,228,1737,134,0.08433734939759036,0.08759036144578314,0.02903614457831325,0.0059036144578313255,0.038313253012048194,0.038373493975903616,0.009759036144578313,0.013734939759036145,0.10463855421686746,0.008072289156626507
Beresfield - Hexham,0,0,8561,1194,1028,284,68,666,514,132,279,1133,127,0.13946968812054666,0.12007942997313398,0.033173694661838574,0.007942997313397968,0.07779465015769185,0.06003971498656699,0.015418759490713701,0.03258965074173578,0.1323443522952926,0.01483471557061091
Hamilton - Broadmeadow,0,0,12772,1248,1215,414,129,573,558,143,246,1670,134,0.0977137488255559,0.09512997181334168,0.03241465706232383,0.010100219229564673,0.044863764484810525,0.043689320388349516,0.01119636705292828,0.01926088318196054,0.13075477607265895,0.010491700595051676
Lambton - New Lambton,0,0,17343,1711,1618,555,113,797,722,189,316,2063,153,0.09865651848007842,0.093294124430606,0.03200138384362567,0.006515597070864325,0.045955140402467856,0.04163062907224817,0.010897768552153606,0.018220607737992275,0.11895289165657615,0.008822003113648157
Maryland - Fletcher - Minmi,0,0,16429,1235,1698,340,46,772,503,158,242,1833,117,0.07517195203603384,0.10335382555237689,0.020695112301418225,0.0027999269584271713,0.04699007851969079,0.03061659261062755,0.009617140422423762,0.014730050520421206,0.11157100249558707,0.007121553350782153
Mayfield - Warabrook,0,0,15526,1593,1630,473,233,875,739,204,384,2547,173,0.10260208682210485,0.1049851861393791,0.03046502640731676,0.015007084889862167,0.0563570784490532,0.04759757825582893,0.013139250289836403,0.024732706427927346,0.16404740435398685,0.011142599510498518
Merewether - The Junction,0,0,14506,1167,1161,441,98,413,564,132,203,1311,117,0.08044946918516475,0.08003584723562664,0.030401213291051978,0.006755825175789328,0.028470977526540743,0.03888046325658348,0.009099682889838687,0.013994209292706465,0.09037639597407969,0.008065628015993382
Newcastle - Cooks Hill,0,0,12805,1032,1087,354,51,363,481,95,191,1471,95,0.08059351815696994,0.08488871534556813,0.027645450995704802,0.003982819211245607,0.028348301444748144,0.03756345177664975,0.00741897696212417,0.01491604841858649,0.11487700117141741,0.00741897696212417
Newcastle Port - Kooragang,0,0,31,3,4,0,0,0,0,0,0,3,0,0.0967741935483871,0.12903225806451613,0,0,0,0,0,0,0.0967741935483871,0
Shortland - Jesmond,0,0,12593,976,1254,262,68,562,447,121,233,1595,111,0.07750337489081235,0.0995791312634003,0.020805209243230365,0.005399825299769713,0.04462796791868499,0.03549591042642738,0.009608512665766697,0.018502342571269752,0.1266576669578337,0.00881442070991821
Stockton - Fullerton Cove,0,0,8824,1256,777,427,132,566,573,129,288,912,117,0.14233907524932005,0.08805530371713509,0.048390752493200365,0.014959202175883953,0.06414324569356301,0.0649365367180417,0.014619220308250226,0.032638259292837715,0.10335448776065277,0.013259292837715321
Wallsend - Elermore Vale,0,0,20958,2583,2212,714,421,1351,1223,319,481,2931,336,0.12324649298597194,0.10554442217768871,0.03406813627254509,0.020087794636892833,0.0644622578490314,0.05835480484779082,0.01522091802652925,0.022950663231224352,0.13985113083309475,0.01603206412825651
Waratah - North Lambton,0,0,12883,1149,1237,378,291,588,524,148,254,1820,157,0.08918730109446557,0.09601800822789723,0.029340992004967786,0.022587906543506946,0.04564154311883878,0.04067375611270667,0.011488007451680509,0.01971590468058682,0.14127144298688193,0.012186602499417838
Wickham - Carrington - Tighes Hill,0,0,9171,686,861,224,36,278,296,78,164,1234,88,0.07480100316214153,0.09388289172391233,0.02442481735906662,0.003925417075564278,0.03031294297241304,0.03227565151019518,0.00850507033038927,0.017882455566459492,0.13455457420128666,0.009595463962490459
Ballina,0,0,18629,2553,1515,903,334,1062,1385,330,690,2170,374,0.13704439315046432,0.08132481614686779,0.0484728112083311,0.01792903537495303,0.05700789092275484,0.07434644908476032,0.017714316388426646,0.03703902517580117,0.1164850501905631,0.020076225240216867
Ballina Surrounds,0,0,18327,1791,1576,684,160,712,883,193,366,1808,224,0.097724668521853,0.08599334315490806,0.037321983958094614,0.008730288645168331,0.03884978447099907,0.04818028046052272,0.0105309106782343,0.019970535275822557,0.09865226169040214,0.012222404103235664
Bangalow,0,0,6958,420,441,168,33,102,174,35,97,485,40,0.060362173038229376,0.06338028169014084,0.02414486921529175,0.004742742167289451,0.014659384880712849,0.025007185972980742,0.005030181086519115,0.013940787582638689,0.069703937913193445,0.005748778384593274
Brunswick Heads - Ocean Shores,0,0,9170,754,598,280,32,205,319,60,216,748,73,0.08222464558342421,0.06521264994547438,0.030534351145038167,0.003489640130861505,0.022355507088331516,0.03478735005452563,0.006543075245365322,0.023555070883315158,0.08157033805888768,0.007960741548527809
Byron Bay,0,0,10914,674,635,299,69,192,309,62,159,773,88,0.06175554333883086,0.05818215136521898,0.027396005131024373,0.0063221550302363936,0.017592083562396922,0.028312259483232547,0.0056807769836906725,0.014568444200109951,0.07082646142569177,0.008063038299431922
Evans Head,0,0,5643,781,533,239,37,265,370,76,227,594,94,0.13840155945419103,0.09445330497962078,0.04235335814283183,0.006556796030480241,0.04696083643452065,0.06556796030480241,0.013468013468013467,0.04022682970051391,0.10526315789473684,0.016657806131490344
Lennox Head - Skennars Head,0,0,9236,688,658,261,22,203,337,49,121,646,70,0.07449112169770464,0.07124296232135123,0.02825898657427458,0.0023819835426591596,0.021979211779991337,0.03648765699436986,0.00530532698137722,0.013100909484625379,0.06994369857080987,0.007579038544824599
Mullumbimby,0,0,8896,610,489,269,49,189,295,37,173,671,73,0.06857014388489209,0.05496852517985611,0.030238309352517985,0.005508093525179856,0.021245503597122302,0.033160971223021585,0.004159172661870504,0.019446942446043166,0.0754271582733813,0.00820593525179856
Casino,0,0,12298,1572,1371,508,121,872,822,223,417,1423,206,0.12782566270938364,0.11148154171409985,0.0413075296796227,0.009838998211091235,0.07090583834769881,0.06684013660757847,0.01813302976093674,0.03390795251260367,0.11570987152382502,0.016750691169295822
Casino Surrounds,0,0,7381,785,679,243,52,380,388,86,227,705,98,0.1063541525538545,0.09199295488416204,0.03292236824278553,0.007045115837962336,0.05148353881587861,0.052567402790949735,0.011651537732014633,0.030754640292643274,0.0955155128031432,0.013277333694621325
Goonellabah,0,0,13591,1581,1623,507,155,749,788,208,409,1816,196,0.1163269810904275,0.11941726142300052,0.03730409830034582,0.011404605989257598,0.055109999264218966,0.05797954528732249,0.01530424545655213,0.030093444191008754,0.13361783533220514,0.014421308218674123
Kyogle,0,0,7611,949,693,260,82,369,407,110,251,775,102,0.12468795164892918,0.0910524241229799,0.03416108264354224,0.01077387991065563,0.048482459597950334,0.053475233215083434,0.014452765733806333,0.032978583628958086,0.10182630403363553,0.013401655498620418
Lismore,0,0,15229,1518,1642,559,105,747,701,188,439,2319,218,0.09967824545275461,0.10782060542386236,0.03670628406330028,0.006894740298115438,0.049051152406592684,0.04603059951408497,0.012344868343292403,0.028826580865454067,0.1522752642983781,0.014314794142753957
Lismore Surrounds,0,0,15786,1390,1147,522,56,495,635,124,325,1403,143,0.08805270492841759,0.07265931838337768,0.0330672748004561,0.003547447105029773,0.03135689851767389,0.04022551628024832,0.00785506144685164,0.02058786266311922,0.08887621943494235,0.009058659571772456
Kingscliff - Fingal Head,0,0,14818,1551,1213,566,161,503,728,172,377,1242,149,0.10466999595087056,0.08185990012147389,0.03819678769064651,0.010865163989742205,0.03394520178161695,0.04912943717100823,0.01160750438655689,0.025442029963557836,0.08381697934943987,0.010055338102308005
Murwillumbah,0,0,9501,1075,916,343,92,436,476,127,275,1127,147,0.1131459846331965,0.09641090411535627,0.03610146300389433,0.00968319124302705,0.04588990632564993,0.05009998947479213,0.01336701399852647,0.028944321650352593,0.11861909272708136,0.015472055573097568
Murwillumbah Surrounds,0,0,10352,997,731,352,51,353,411,78,244,836,117,0.09630989180834622,0.07061437403400309,0.03400309119010819,0.004926584234930448,0.03409969088098918,0.03970247295208655,0.007534775888717156,0.02357032457496136,0.08075734157650695,0.011302163833075734
Pottsville,0,0,14086,1339,994,500,139,441,567,130,302,1142,123,0.09505892375408206,0.07056651994888542,0.03549623739883572,0.009867953996876332,0.031307681385773105,0.04025273321027971,0.009229021723697288,0.021439727388896778,0.0810734062189408,0.008732074400113587
Tweed Heads,0,0,20563,2567,1577,903,305,866,1196,301,680,1971,332,0.12483587025239508,0.07669114428828479,0.043913825803627876,0.014832466079852162,0.04211447745951466,0.05816271944755143,0.014637941934542625,0.03306910470262121,0.09585177260127413,0.016145504060691533
Banora Point,0,0,16320,2282,1440,736,253,863,1054,260,533,1632,247,0.13982843137254902,0.08823529411764706,0.045098039215686274,0.015502450980392157,0.05287990196078431,0.06458333333333334,0.015931372549019607,0.0326593137254902,0.1,0.015134803921568627
Terranora - North Tumbulgum,0,0,3324,307,254,113,19,98,141,26,52,241,25,0.09235860409145608,0.07641395908543923,0.033995186522262334,0.005716004813477738,0.029482551143200964,0.042418772563176894,0.007821901323706379,0.015643802647412757,0.07250300842358604,0.007521058965102286
Tweed Heads South,0,0,8423,1485,891,457,204,605,735,191,418,1032,177,0.17630297993588984,0.1057817879615339,0.054256203252997744,0.024219399263920218,0.07182713997388104,0.08726107087735961,0.02267600617357236,0.049626023981954176,0.12252166686453758,0.02101389053781313
Griffith (NSW),0,0,20569,1634,1819,528,182,991,684,152,320,1473,194,0.07943993388108318,0.08843405124216053,0.02566969711702076,0.008848266809276095,0.04817929894501434,0.03325392581068598,0.007389761291263552,0.015557392192133793,0.07161262093441587,0.009431669016481112
Griffith Surrounds,0,0,12760,1149,1405,365,42,581,429,118,248,896,112,0.09004702194357367,0.11010971786833856,0.02860501567398119,0.0032915360501567397,0.045532915360501566,0.03362068965517241,0.009247648902821317,0.019435736677115987,0.07021943573667712,0.00877742946708464
Leeton,0,0,10330,1018,1187,274,96,494,395,113,267,985,88,0.09854791868344627,0.1149080348499516,0.026524685382381414,0.009293320425943852,0.047821878025169406,0.03823814133591481,0.010939012584704743,0.02584704743465634,0.09535333978702808,0.008518877057115199
Narrandera,0,0,5905,711,668,197,73,357,317,84,204,523,67,0.12040643522438611,0.11312447078746825,0.03336155800169348,0.012362404741744284,0.06045723962743438,0.05368331922099916,0.01422523285351397,0.034546994072819644,0.08856900931414056,0.011346316680779001
Tumbarumba,0,0,3522,418,333,119,15,177,181,45,86,287,38,0.11868256672345258,0.09454855195911414,0.03378762067007382,0.004258943781942078,0.05025553662691652,0.051391254968767744,0.012776831345826235,0.02441794434980125,0.0814877910278251,0.010789324247586598
Tumut,0,0,6667,835,764,249,57,403,332,107,195,637,107,0.12524373781310935,0.11459427028648568,0.03734813259337033,0.008549572521373932,0.060446977651117444,0.04979751012449377,0.016049197540122993,0.029248537573121344,0.09554522273886305,0.016049197540122993
Tumut Surrounds,0,0,4744,599,455,174,10,226,172,63,130,324,57,0.1262647554806071,0.0959106239460371,0.0366779089376054,0.0021079258010118043,0.047639123102866776,0.03625632377740304,0.013279932546374367,0.02740303541315346,0.06829679595278246,0.012015177065767284
Cootamundra,0,0,7705,1221,841,383,100,578,525,151,301,891,137,0.15846852693056457,0.10914990266060999,0.049707981829980534,0.012978585334198572,0.07501622323166775,0.0681375730045425,0.019597663854639843,0.039065541855937705,0.11563919532770928,0.017780661907852043
Gundagai,0,0,3715,397,329,136,27,220,178,47,93,259,51,0.10686406460296097,0.08855989232839838,0.03660834454912517,0.007267833109017497,0.059219380888290714,0.04791386271870794,0.012651413189771197,0.02503364737550471,0.06971736204576043,0.013728129205921938
Junee,0,0,6351,795,667,208,49,367,271,65,184,510,73,0.12517713745866793,0.1050228310502283,0.03275074791371438,0.00771532042198079,0.05778617540544796,0.04267044559911825,0.010234608723035742,0.02897181546213195,0.08030231459612659,0.011494252873563218
Temora,0,0,6603,874,757,232,66,410,346,90,180,622,96,0.13236407693472663,0.11464485839769802,0.035135544449492656,0.009995456610631531,0.06209298803574133,0.05240042404967439,0.013630168105406633,0.027260336210813266,0.09419960623958806,0.014538845979100408
Wagga Wagga - East,0,0,16921,1670,1925,588,111,862,728,188,361,1712,146,0.09869393061875775,0.11376396194078364,0.034749719283730274,0.006559895987234797,0.05094261568465221,0.04302346197033272,0.011110454464866143,0.02133443649902488,0.1011760534247385,0.00862833165888541
Wagga Wagga - North,0,0,5605,356,570,128,35,176,144,58,81,445,46,0.06351471900089206,0.1016949152542373,0.022836752899197146,0.006244424620874219,0.03140053523639608,0.02569134701159679,0.010347903657448707,0.014451382694023194,0.07939339875111508,0.008206958073148973
Wagga Wagga - South,0,0,22522,2162,2617,707,174,1085,846,281,509,2419,233,0.09599502708462836,0.11619749578190214,0.03139152828345618,0.007725779238078323,0.04817511766272978,0.037563271467898056,0.012476689459195453,0.02260012432288429,0.10740609182133025,0.01034544001420833
Wagga Wagga - West,0,0,11962,1287,1399,420,169,656,574,185,366,1549,157,0.10759070389566962,0.11695368667446915,0.035111185420498243,0.014128072228724293,0.05484032770439726,0.0479852867413476,0.015465641197124227,0.03059689015214847,0.12949339575321853,0.013124895502424344
Wagga Wagga Surrounds,0,0,17788,1618,1853,528,116,743,615,159,359,1558,173,0.09096019788621543,0.10417135147290309,0.029682932313919497,0.006521250281088374,0.041769732403867776,0.034573870024735776,0.00893861029907803,0.020182145266471777,0.0875871373959973,0.009725657746795593
Berry - Kangaroo Valley,0,0,9489,1367,719,487,134,465,607,130,260,741,137,0.14406154494678047,0.07577194646432711,0.05132258404468332,0.01412161450100116,0.04900411002213089,0.06396880598587838,0.01370007376962799,0.02740014753925598,0.07809042048687954,0.014437770049531036
Callala Bay - Currarong,0,0,3642,580,317,210,39,233,269,69,130,358,70,0.15925315760571115,0.0870400878638111,0.057660626029654036,0.01070840197693575,0.06397583745194947,0.07386051619989017,0.018945634266886325,0.0356946732564525,0.09829763866007687,0.019220208676551345
Culburra Beach,0,0,5105,873,444,243,73,387,357,111,192,558,77,0.17100881488736533,0.08697355533790402,0.04760039177277179,0.014299706170421155,0.07580803134182175,0.06993143976493633,0.021743388834476005,0.0376101860920666,0.10930460333006856,0.015083251714005876
Ettrema - Sassafras - Budawang,0,0,62,3,4,0,0,4,3,0,0,6,0,0.04838709677419355,0.06451612903225806,0,0,0.06451612903225806,0.04838709677419355,0,0,0.0967741935483871,0
Huskisson - Vincentia,0,0,4844,698,354,213,32,268,257,67,111,436,60,0.14409578860445912,0.07308009909165979,0.0439719240297275,0.006606110652353427,0.05532617671345995,0.05305532617671346,0.013831544178364987,0.02291494632535095,0.09000825763831544,0.012386457473162676
North Nowra - Bomaderry,0,0,16098,2106,1593,668,175,977,883,270,496,1932,229,0.1308237048080507,0.09895639209839732,0.04149583799229718,0.010870915641694621,0.060690769039632254,0.05485153435209343,0.016772269847185987,0.03081128090446018,0.12001490868430861,0.014225369611131817
Nowra,0,0,22584,2610,2247,761,287,1415,1083,453,691,3066,302,0.11556854410201912,0.0994952178533475,0.033696422245837764,0.012708111937654977,0.06265497697484945,0.04795430393198725,0.020058448459086078,0.030596882748848742,0.13575982996811903,0.013372298972724052
St Georges Basin - Erowal Bay,0,0,15259,2620,1532,789,216,1269,1040,361,629,1990,287,0.17170194639229308,0.10039976407366144,0.051707189199816504,0.014155580313257749,0.08316403434038928,0.06815649780457435,0.023658168949472442,0.041221574152958906,0.1304148371452913,0.018808571990300806
Sussex Inlet - Berrara,0,0,4694,946,407,286,72,466,414,112,230,526,102,0.20153387302939924,0.08670643374520665,0.06092884533446954,0.01533873029399233,0.09927567106945036,0.0881976991904559,0.02386024712398807,0.0489987217724755,0.11205794631444398,0.021729867916489135
Tomerong - Wandandian - Woollamia,0,0,3708,454,295,137,14,179,159,45,80,344,45,0.12243797195253506,0.07955771305285868,0.03694714131607336,0.0037756202804746495,0.0482740021574973,0.04288025889967637,0.012135922330097087,0.021574973031283712,0.09277238403451996,0.012135922330097087
Ulladulla,0,0,17026,2745,1412,771,175,1021,1026,259,520,1742,234,0.16122401033713143,0.08293198637378127,0.045283683777751674,0.010278397744625866,0.0599671091272172,0.06026077763420651,0.015212028662046281,0.03054152472688829,0.10231410783507576,0.01374368612709973
Ulladulla Surrounds,0,0,5822,926,441,278,42,322,337,82,179,499,73,0.15905187220886294,0.07574716592236345,0.047749914118859496,0.007214015802129852,0.05530745448299553,0.05788388869804191,0.014084507042253521,0.03074544829955342,0.08570937822054277,0.012538646513225695
Bowral,0,1,13626,1969,982,753,177,653,838,166,334,989,194,0.14450315573168943,0.07206810509320417,0.05526199911933069,0.012989872302950243,0.04792308821370909,0.06150007338910905,0.012182592103331866,0.024511962424776164,0.07258182885659768,0.014237487156905915
Hill Top - Colo Vale,0,1,6393,667,620,186,23,313,235,53,125,614,61,0.10433286407007665,0.09698107304864696,0.029094321914594087,0.0035976849679336775,0.04895979978101048,0.036758955107148446,0.008290317534803691,0.019552635695291726,0.09604254653527296,0.009541686219302362
Mittagong,0,1,10931,1331,889,409,103,512,526,85,259,1058,139,0.12176379105296863,0.08132833226603238,0.03741652181868082,0.009422742658494191,0.046839264477175006,0.04812002561522276,0.007776049766718507,0.023694081053883452,0.09678894886103742,0.012716128442045558
Moss Vale - Berrima,0,1,10648,1232,962,396,48,586,455,92,263,1071,106,0.11570247933884298,0.09034560480841472,0.0371900826446281,0.004507888805409466,0.05503380916604057,0.042731029301277236,0.008640120210368144,0.02469947407963937,0.10058226897069872,0.009954921111945906
Robertson - Fitzroy Falls,0,1,3829,412,322,146,15,143,171,22,56,295,31,0.107599895534082,0.08409506398537477,0.03813006006790284,0.003917471924784539,0.03734656568294594,0.044659179942543745,0.00574562548968399,0.014625228519195612,0.0770436145207626,0.008096108644554715
Southern Highlands,0,1,7250,874,570,321,57,349,348,64,141,561,68,0.12055172413793104,0.07862068965517241,0.04427586206896552,0.00786206896551724,0.04813793103448276,0.048,0.008827586206896552,0.019448275862068966,0.07737931034482759,0.009379310344827587
Baulkham Hills - East,1,1,24726,1629,1533,624,288,1093,852,188,257,1455,186,0.06588206745935453,0.061999514680902694,0.025236593059936908,0.011647658335355497,0.04420448111299846,0.03445765590876001,0.007603332524468171,0.010393917333980426,0.05884494054841058,0.007522446008250425
Baulkham Hills (West) - Bella Vista,1,1,21683,1299,1312,575,77,1107,774,125,194,1051,115,0.05990868422266291,0.06050823225568418,0.026518470691325,0.0035511691186643915,0.05105382096573352,0.03569616750449661,0.0057648849328967395,0.00894710141585574,0.048471152515795785,0.0053036941382650004
Glenhaven,1,1,6361,731,435,301,116,311,368,63,93,332,72,0.11491903788712467,0.0683854739820783,0.047319603835874864,0.01823612639522088,0.048891683697531836,0.057852538908976577,0.009904103128438925,0.014620342713409841,0.05219305140701148,0.0113189750039302
West Pennant Hills,1,1,12683,843,834,433,53,650,514,84,121,597,97,0.0664669242292833,0.0657573129385792,0.03414018765276354,0.004178822045257431,0.051249704328628874,0.04052668926910037,0.006623038713238193,0.009540329575021683,0.04707088228337144,0.0076480327998107705
Castle Hill - Central,1,1,7677,493,510,197,29,298,259,51,73,388,41,0.06421779340888367,0.06643220007815553,0.025661065520385568,0.0037775172593460986,0.038817246320177155,0.03373713690243585,0.006643220007815553,0.009508922756285006,0.050540575745734014,0.005340627849420346
Castle Hill - East,0,1,5670,624,331,224,215,356,380,64,108,266,88,0.11005291005291006,0.05837742504409171,0.03950617283950617,0.03791887125220458,0.06278659611992946,0.06701940035273368,0.011287477954144622,0.01904761904761905,0.04691358024691358,0.015520282186948854
Castle Hill - North,1,1,12189,784,788,369,47,540,463,96,116,603,81,0.06432028878497005,0.06464845352366888,0.030273197144966773,0.003855935679711215,0.04430223972434162,0.0379850685043892,0.007875953728771843,0.009516777422265978,0.049470834358848144,0.006645335958651243
Castle Hill - South,1,1,10419,634,632,276,35,419,373,69,91,506,77,0.060850369517228144,0.060658412515596505,0.026490066225165563,0.003359247528553604,0.04021499184182743,0.03579998080429984,0.006622516556291391,0.00873404357423937,0.04856512141280353,0.007390344562817929
Castle Hill - West,1,1,5183,267,292,104,20,253,159,36,40,230,26,0.051514566853173835,0.056338028169014086,0.020065599073895428,0.0038587690526721975,0.0488134285163033,0.030677213968743972,0.006945784294809956,0.007717538105344395,0.04437584410573027,0.005016399768473857
Cherrybrook,0,1,19082,1187,1137,529,138,947,728,130,187,910,115,0.062205219578660514,0.05958494916675401,0.027722460957970863,0.007231946336861964,0.04962792160150928,0.03815113719735877,0.0068127030709569224,0.009799811340530342,0.04768892149669846,0.00602662194738497
Kellyville - East,1,1,17709,976,1166,396,44,755,525,101,142,925,98,0.05511321926703936,0.06584222711615563,0.022361511096052854,0.0024846123440058726,0.04263368908464622,0.02964594274097916,0.005703314698740753,0.008018521655655317,0.0522333276864871,0.005533909311649444
Kellyville - West,1,1,11375,567,577,208,87,512,346,79,82,446,60,0.049846153846153846,0.05072527472527472,0.018285714285714287,0.007648351648351649,0.04501098901098901,0.03041758241758242,0.006945054945054945,0.007208791208791209,0.039208791208791206,0.005274725274725275
Dural - Kenthurst - Wisemans Ferry,1,1,22479,1794,1471,726,221,939,923,192,293,1361,178,0.07980782063259041,0.0654388540415499,0.03229681035633258,0.009831398193869833,0.04177232083277726,0.04106054539792695,0.008541305218203657,0.013034387650696205,0.06054539792695405,0.007918501712709641
Galston - Laughtondale,0,1,5436,544,363,206,67,198,255,56,65,353,48,0.10007358351729213,0.06677704194260485,0.03789551140544518,0.012325239146431199,0.03642384105960265,0.04690949227373068,0.010301692420897719,0.011957321559970566,0.0649374540103017,0.008830022075055188
Bilpin - Colo - St Albans,0,1,2846,248,202,110,12,99,120,29,66,202,26,0.08713984539704848,0.07097680955727337,0.03865073787772312,0.004216444132115249,0.03478566408995081,0.0421644413211525,0.010189739985945186,0.023190442726633873,0.07097680955727337,0.009135628952916374
Kurrajong Heights - Ebenezer,0,1,22161,1870,1794,663,85,960,814,169,347,1787,142,0.08438247371508506,0.08095302558548802,0.029917422498984703,0.003835566987049321,0.043319344794909974,0.03673119444068408,0.0076260096566039435,0.01565813817066017,0.08063715536302514,0.006407653084247101
Pitt Town - McGraths Hill,1,1,11414,936,807,293,50,490,386,107,135,748,85,0.08200455580865604,0.07070264587348869,0.0256702295426669,0.004380585246188891,0.04292973541265113,0.033818118100578234,0.009374452426844227,0.011827580164710005,0.06553355528298581,0.007446994918521114
Box Hill - Nelson,1,1,10287,329,624,143,7,355,166,40,41,451,36,0.031982113346942745,0.06065908428113152,0.013901040147759308,6.804704967434626e-4,0.03450957519198989,0.0161368717799164,0.003888402838534072,0.003985612909497424,0.04384174200447166,0.003499562554680665
North Kellyville,1,1,17401,546,962,220,24,506,293,61,56,723,33,0.031377507039825295,0.05528417907016838,0.012642951554508362,0.0013792310786736395,0.029078788575369233,0.016838112752140682,0.0035055456582955002,0.003218205850238492,0.04154933624504339,0.0018964427331762542
Rouse Hill - Beaumont Hills,1,1,17581,851,1088,355,33,741,432,102,115,944,83,0.04840452761503896,0.06188498947727661,0.020192253000398157,0.0018770263352482794,0.042147773164211366,0.024571981115977477,0.005801717763494682,0.006541152380410671,0.053694329105284114,0.004721005631079005
Blacktown (East) - Kings Park,1,1,17032,1001,983,278,122,977,555,140,189,1038,109,0.05877172381399718,0.05771488961953969,0.01632221700328793,0.007162987317989667,0.05736261155472053,0.032585720995772664,0.008219821512447158,0.011096759041803664,0.060944105213715356,0.006399718177548145
Blacktown (North) - Marayong,1,1,20584,1454,1437,397,153,1367,737,201,331,1322,174,0.07063738826272833,0.06981150408083948,0.01928682471822775,0.0074329576369996115,0.066410804508356,0.03580450835600466,0.009764865915274,0.016080450835600467,0.06422464049747377,0.008453167508744657
